"","id","location","year","month","day","fhours","Gear","catch","nao","amo","oisst","BATHY.DEPTH","lon","lat","Abundance"
"12971","89744_155073_18604","can",2004,9,19,10,"RR",1,0.699999988,0.221,14.4899997711182,36,-63.3363888888889,44.5458333333333,NA
"12972","89746_176225_18605","can",2004,9,23,4,"RR",1,-0.671999991,0.221,14.0999994277954,32,-63.1333333333333,44.6166666666667,NA
"12973","89749_156892_18606","can",2004,9,14,11,"RR",0,-0.319999993,0.221,14.0900001525879,42,-63.1666666666667,44.6,NA
"12974","89750_156892_18607","can",2004,9,15,10,"RR",0,-0.179000005,0.221,14.6599998474121,42,-63.1666666666667,44.6,NA
"12975","89751_156892_18608","can",2004,9,16,10,"RR",0,0.219999999,0.221,15.3899993896484,41,-63.3325,44.54,NA
"12976","89753_156892_18609","can",2004,9,17,11,"RR",0,0.565999985,0.221,15.460000038147,148,-63.2333333333333,44.2833333333333,NA
"12977","89754_156892_18610","can",2004,9,18,11,"RR",0,0.667999983,0.221,15.3099994659424,154,-62.9666666666667,44.35,NA
"12978","89868_101837_18611","can",2004,9,23,22,"TL",0,-0.671999991,0.221,14.9499998092651,493,-65.6,42,NA
"12979","89868_101837_18612","can",2004,9,23,22,"TL",0,-0.671999991,0.221,14.9499998092651,552,-65.6166666666667,42,NA
"12980","89875_106198_18613","can",2004,9,22,29,"TL",1,-0.754999995,0.221,14.960000038147,830,-65.55,42,NA
"12981","89875_106198_18614","can",2004,9,22,29,"TL",1,-0.754999995,0.221,14.960000038147,599,-65.5833333333333,42,NA
"12982","89875_106198_18615","can",2004,9,22,29,"TL",2,-0.754999995,0.221,14.960000038147,493,-65.6,42,NA
"12983","89875_106198_18616","can",2004,9,23,29,"TL",1,-0.671999991,0.221,14.4699993133545,339,-65.6,42.0333333333333,NA
"12984","89907_176079_18617","can",2004,9,24,6,"RR",1,-0.272000015,0.221,14.2699995040894,8,-63.4666666666667,44.5833333333333,NA
"12985","89909_104558_18618","can",2004,9,24,13.5,"RR",1,-0.272000015,0.221,10.9899997711182,39,-61.4313888888889,45.0972222222222,NA
"12986","89910_101509_18619","can",2004,9,22,48,"HARP",0,-0.754999995,0.221,11.0299997329712,108,-66.5333333333333,44.8666666666667,NA
"12987","89948_104589_18620","can",2004,9,24,6,"RR",1,-0.272000015,0.221,14.2699995040894,67,-60.3333333333333,44.5666666666667,NA
"12988","89985_106009_18621","can",2004,9,22,36,"RR",6,-0.754999995,0.221,14.960000038147,552,-65.6166666666667,42,NA
"12989","89985_106009_18622","can",2004,9,23,36,"RR",4,-0.671999991,0.221,14.9499998092651,469,-65.65,42,NA
"12990","89987_102892_18623","can",2004,9,25,2,"RR",1,0.209999993,0.221,10.9499998092651,68,-61,45.1666666666667,NA
"12991","90008_105247_18624","can",2004,9,25,7,"RR",1,0.209999993,0.221,10.9499998092651,63,-61.2666666666667,45.15,NA
"12992","90009_100810_18625","can",2004,9,25,5,"RR",1,0.209999993,0.221,14.1399993896484,37,-63.0925,44.6273333333333,NA
"12993","90010_175511_18626","can",2004,9,25,4,"RR",1,0.209999993,0.221,14.1399993896484,40,-63.0833333333333,44.6166666666667,NA
"12994","90011_175992_18627","can",2004,9,25,2,"RR",1,0.209999993,0.221,14.1399993896484,36,-63.0833333333333,44.6328333333333,NA
"12995","90012_7757_18628","can",2004,9,25,5,"RR",1,0.209999993,0.221,14.1399993896484,17,-63.2,44.65,NA
"12996","90013_176079_18629","can",2004,9,25,2,"RR",1,0.209999993,0.221,14.1399993896484,42,-63.1833333333333,44.6,NA
"12997","90014_175700_18630","can",2004,9,25,1,"RR",1,0.209999993,0.221,14.1399993896484,29,-63.0988333333333,44.64,NA
"12998","90015_176225_18631","can",2004,9,25,2,"RR",1,0.209999993,0.221,14.1399993896484,44,-63.1,44.6,NA
"12999","90016_105046_18632","can",2004,9,13,5.5,"RR",0,-0.158000007,0.221,11.2699995040894,26,-60.85,45.3166666666667,NA
"13000","90017_104668_18633","can",2004,9,15,14,"RR",0,-0.179000005,0.221,11.0299997329712,26,-60.9,45.2666666666667,NA
"13001","90018_104668_18634","can",2004,9,14,14,"RR",0,-0.319999993,0.221,11.1599998474121,12,-60.9577777777778,45.3583333333333,NA
"13002","90019_104668_18635","can",2004,9,13,6,"RR",0,-0.158000007,0.221,11.2699995040894,26,-60.9,45.2666666666667,NA
"13003","90020_102892_18636","can",2004,9,12,7,"RR",0,0.194999993,0.221,11.4499998092651,34,-60.846,45.3008333333333,NA
"13004","90021_102892_18637","can",2004,9,13,10,"RR",0,-0.158000007,0.221,11.2699995040894,20,-60.8666666666667,45.3166666666667,NA
"13005","90022_102892_18638","can",2004,9,14,12,"RR",0,-0.319999993,0.221,11.1599998474121,20,-60.8666666666667,45.3166666666667,NA
"13006","90023_102892_18639","can",2004,9,15,10,"RR",0,-0.179000005,0.221,11.0299997329712,26,-60.85,45.3166666666667,NA
"13007","90024_105247_18640","can",2004,9,14,8,"RR",0,-0.319999993,0.221,11.1599998474121,26,-60.85,45.3166666666667,NA
"13008","90025_105247_18641","can",2004,9,15,8,"RR",0,-0.179000005,0.221,11.0299997329712,26,-60.85,45.3166666666667,NA
"13009","90026_19832_18642","can",2004,9,9,8.5,"RR",0,1.256999969,0.221,12.5199995040894,38,-61.4333333333333,45.1,NA
"13010","90027_19832_18643","can",2004,9,10,14.5,"RR",0,1.07099998,0.221,11.8699998855591,33,-61.3645,45.1169444444444,NA
"13011","90028_19832_18644","can",2004,9,13,8.5,"RR",0,-0.158000007,0.221,11.2699995040894,26,-60.9,45.2666666666667,NA
"13012","90029_19832_18645","can",2004,9,14,14.5,"RR",0,-0.319999993,0.221,11.1599998474121,26,-60.9,45.2666666666667,NA
"13013","90030_104585_18646","can",2004,9,16,11,"RR",0,0.219999999,0.221,11.3199996948242,65,-61.2666666666667,45.1333333333333,NA
"13014","90031_104585_18647","can",2004,9,15,7,"RR",0,-0.179000005,0.221,11.0299997329712,26,-60.85,45.3166666666667,NA
"13015","90032_104585_18648","can",2004,9,13,7,"RR",0,-0.158000007,0.221,11.2699995040894,31,-60.85,45.35,NA
"13016","90033_104585_18649","can",2004,9,11,8.5,"RR",0,0.610000014,0.221,11.75,26,-60.9,45.2666666666667,NA
"13017","90034_102892_18650","can",2004,9,16,4,"RR",0,0.219999999,0.221,11.3199996948242,26,-60.9,45.2666666666667,NA
"13018","90035_104589_18651","can",2004,9,15,12,"RR",0,-0.179000005,0.221,14.6599998474121,54,-60.3446666666667,44.5166666666667,NA
"13019","90036_104589_18652","can",2004,9,16,12,"RR",0,0.219999999,0.221,11.3199996948242,161,-60.2605,45.3583333333333,NA
"13020","90037_101215_18653","can",2004,9,10,14.5,"RR",0,1.07099998,0.221,11.8699998855591,12,-60.9577777777778,45.3583333333333,NA
"13021","90038_101215_18654","can",2004,9,15,14.5,"RR",0,-0.179000005,0.221,11.0299997329712,31,-60.85,45.35,NA
"13022","90039_101215_18655","can",2004,9,13,14.5,"RR",0,-0.158000007,0.221,11.2699995040894,31,-60.85,45.35,NA
"13023","90042_101215_18656","can",2004,9,11,14.5,"RR",0,0.610000014,0.221,11.75,26,-60.9,45.2666666666667,NA
"13024","90043_104585_18657","can",2004,9,14,11,"RR",0,-0.319999993,0.221,11.1599998474121,65,-61.2666666666667,45.1333333333333,NA
"13025","90044_176225_18658","can",2004,9,14,12,"RR",0,-0.319999993,0.221,14.0900001525879,36,-63.0833333333333,44.6328333333333,NA
"13026","90045_14960_18659","can",2004,8,18,10,"RR",0,-0.680999994,0.297,12.0199995040894,43,-60.8291666666667,45.2988888888889,NA
"13027","90046_14960_18660","can",2004,8,19,10,"RR",0,-1.110999942,0.297,12.3599996566772,43,-60.8291666666667,45.2988888888889,NA
"13028","90047_14960_18661","can",2004,8,13,12,"RR",0,-1.192999959,0.297,13.0699996948242,23,-60.85,45.3333333333333,NA
"13029","90048_19832_18662","can",2004,8,21,10,"RR",0,-0.474999994,0.297,12.789999961853,23,-60.85,45.3333333333333,NA
"13030","90049_104668_18663","can",2004,8,21,8,"RR",0,-0.474999994,0.297,12.789999961853,23,-60.85,45.3333333333333,NA
"13031","90050_104404_18664","can",2004,9,1,9.78784543105912,"HARP",0,-0.071999997,0.221,11.9299993515015,127,-66.6,44.6,NA
"13032","90051_155037_18665","can",2004,7,27,11,"RR",0,1.06099999,0.208,14.8599996566772,11,-60.8711111111111,45.35,NA
"13033","90052_155037_18666","can",2004,7,26,14.5,"RR",0,1.297000051,0.208,14.960000038147,11,-60.8711111111111,45.35,NA
"13034","90053_157053_18667","can",2004,8,18,8,"RR",0,-0.680999994,0.297,12.0199995040894,23,-60.85,45.3333333333333,NA
"13035","90054_157053_18668","can",2004,7,30,12,"RR",0,0.814999998,0.208,14.3499994277954,11,-60.8711111111111,45.35,NA
"13036","90055_157053_18669","can",2004,7,29,12,"RR",0,0.85799998,0.208,14.7999992370605,11,-60.8711111111111,45.35,NA
"13037","90056_101509_18670","can",2004,9,1,12,"HARP",0,-0.071999997,0.221,11.9299993515015,98,-66.661,44.6958333333333,NA
"13038","90057_101509_18671","can",2004,9,6,35.75,"HARP",0,0.340000004,0.221,11.8000001907349,98,-66.661,44.6958333333333,NA
"13039","90058_150689_18672","can",2004,9,10,5,"RR",0,1.07099998,0.221,11.8699998855591,26,-60.85,45.3166666666667,NA
"13040","90059_150689_18673","can",2004,9,9,14,"RR",0,1.256999969,0.221,12.5199995040894,20,-60.8666666666667,45.3166666666667,NA
"13041","90060_156460_18674","can",2004,8,1,10,"RR",0,0.822000027,0.297,14.1899995803833,23,-60.85,45.3333333333333,NA
"13042","90061_156460_18675","can",2004,8,2,11,"RR",0,0.237000003,0.297,14.0900001525879,51,-60.8333333333333,45.35,NA
"13043","90062_156460_18676","can",2004,8,3,9,"RR",0,-0.298999995,0.297,14.25,51,-60.8333333333333,45.35,NA
"13044","90063_156460_18677","can",2004,8,4,7,"RR",0,-0.432999998,0.297,14.2999992370605,23,-60.85,45.3333333333333,NA
"13045","90064_176225_18678","can",2004,9,11,12,"RR",0,0.610000014,0.221,13.3999996185303,60,-63.4833333333333,44.4333333333333,NA
"13046","90065_176225_18679","can",2004,9,9,12,"RR",0,1.256999969,0.221,13.3899993896484,41,-63.15,44.6,NA
"13047","90066_176225_18680","can",2004,9,8,12,"RR",0,0.605000019,0.221,12.9200000762939,42,-63.1833333333333,44.6,NA
"13048","90067_176225_18681","can",2004,9,7,11,"RR",0,0.137999997,0.221,12.789999961853,37,-63.1603333333333,44.5444444444444,NA
"13049","90068_176225_18682","can",2004,9,6,11,"RR",0,0.340000004,0.221,12.789999961853,44,-63.1,44.6166666666667,NA
"13050","90069_176225_18683","can",2004,9,5,11,"RR",0,0.578999996,0.221,12.6899995803833,43,-63.1166666666667,44.6166666666667,NA
"13051","90070_176225_18684","can",2004,9,3,10,"RR",0,0.229000002,0.221,13.4200000762939,45,-63.1694444444444,44.595,NA
"13052","90071_176225_18685","can",2004,9,2,11,"RR",0,-0.029999999,0.221,13.4399995803833,44,-63.1,44.6166666666667,NA
"13053","90072_176225_18686","can",2004,8,28,10,"RR",0,0.133000001,0.297,14.5999994277954,31,-63.1,44.6333333333333,NA
"13054","90074_103797_18687","can",2004,9,24,30,"RR",5,-0.272000015,0.221,14.6300001144409,759,-65.5498333333333,42.0686111111111,NA
"13055","90092_160538_18688","can",2004,9,18,14.2825471698113,"RR",1,0.667999983,0.221,15.3099994659424,45,-63.1694444444444,44.595,NA
"13056","90093_160538_18689","can",2004,9,7,10,"RR",0,0.137999997,0.221,12.789999961853,41,-63.15,44.6,NA
"13057","90094_160538_18690","can",2004,9,9,14.2825471698113,"RR",0,1.256999969,0.221,13.3899993896484,42,-63.195,44.5991666666667,NA
"13058","90095_160538_18691","can",2004,9,12,14.2825471698113,"RR",0,0.194999993,0.221,13.3999996185303,40,-63.0833333333333,44.6166666666667,NA
"13059","90096_160538_18692","can",2004,9,13,14.2825471698113,"RR",0,-0.158000007,0.221,13.6499996185303,31,-63.35,44.5833333333333,NA
"13060","90097_160538_18693","can",2004,9,14,14.2825471698113,"RR",0,-0.319999993,0.221,14.0900001525879,44,-63.1,44.6166666666667,NA
"13061","90098_160538_18694","can",2004,9,17,14.2825471698113,"RR",0,0.565999985,0.221,15.460000038147,40,-63.0833333333333,44.6166666666667,NA
"13062","90099_151101_18695","can",2004,9,22,5,"RR",1,-0.754999995,0.221,13.5999994277954,17,-63.2,44.65,NA
"13063","90101_151101_18696","can",2004,9,15,14.2825471698113,"RR",0,-0.179000005,0.221,14.6599998474121,31,-63.1005555555556,44.6311666666667,NA
"13064","90102_151101_18697","can",2004,9,16,14.2825471698113,"RR",0,0.219999999,0.221,15.3899993896484,42,-63.3611111111111,44.5463888888889,NA
"13065","90104_151101_18698","can",2004,9,17,14.2825471698113,"RR",0,0.565999985,0.221,15.460000038147,44,-63.1,44.6166666666667,NA
"13066","90105_151101_18699","can",2004,9,18,14.2825471698113,"RR",0,0.667999983,0.221,15.3099994659424,45,-63.1694444444444,44.595,NA
"13067","90106_160824_18700","can",2004,9,22,14.2825471698113,"RR",1,-0.754999995,0.221,13.5999994277954,35,-63.3333333333333,44.5666666666667,NA
"13068","90107_160824_18701","can",2004,9,16,14.2825471698113,"RR",0,0.219999999,0.221,15.3899993896484,41,-63.15,44.6,NA
"13069","90108_160824_18702","can",2004,9,17,14.2825471698113,"RR",0,0.565999985,0.221,15.460000038147,39,-63.0888888888889,44.6277777777778,NA
"13070","90109_160824_18703","can",2004,9,18,14.2825471698113,"RR",0,0.667999983,0.221,15.3099994659424,46,-63,44.6166666666667,NA
"13071","90113_160824_18704","can",2004,9,21,14.2825471698113,"RR",0,-0.805999994,0.221,13.8199996948242,42,-63.0511111111111,44.629,NA
"13072","90114_155387_18705","can",2004,9,22,3,"RR",2,-0.754999995,0.221,13.5999994277954,45,-63.1694444444444,44.595,NA
"13073","90116_155387_18706","can",2004,9,14,10,"RR",0,-0.319999993,0.221,14.0900001525879,33,-63.4116666666667,44.5569444444444,NA
"13074","90117_155387_18707","can",2004,9,15,14.2825471698113,"RR",0,-0.179000005,0.221,14.6599998474121,38,-63.1866666666667,44.6125,NA
"13075","90118_155387_18708","can",2004,9,16,14.2825471698113,"RR",0,0.219999999,0.221,15.3899993896484,42,-63.3611111111111,44.5463888888889,NA
"13076","90119_155387_18709","can",2004,9,17,10,"RR",0,0.565999985,0.221,15.460000038147,38,-63.1866666666667,44.6125,NA
"13077","90121_155387_18710","can",2004,9,18,14.2825471698113,"RR",0,0.667999983,0.221,15.3099994659424,45,-63.178,44.5955555555556,NA
"13078","90123_155387_18711","can",2004,9,21,14.2825471698113,"RR",0,-0.805999994,0.221,13.8199996948242,50,-63.3441666666667,44.527,NA
"13079","90125_155559_18712","can",2004,9,22,4,"RR",2,-0.754999995,0.221,13.5999994277954,42,-63.195,44.5991666666667,NA
"13080","90128_155559_18713","can",2004,9,18,11,"RR",0,0.667999983,0.221,15.3099994659424,43,-63.1041666666667,44.62,NA
"13081","90131_160322_18714","can",2004,9,13,9,"RR",0,-0.158000007,0.221,13.6499996185303,35,-63.1806666666667,44.616,NA
"13082","90135_160322_18715","can",2004,9,14,10,"RR",0,-0.319999993,0.221,14.0900001525879,33,-63.4116666666667,44.5569444444444,NA
"13083","90138_160322_18716","can",2004,9,15,9,"RR",0,-0.179000005,0.221,14.6599998474121,41,-63.15,44.6,NA
"13084","90139_160322_18717","can",2004,9,17,10,"RR",0,0.565999985,0.221,15.460000038147,42,-63.1666666666667,44.6,NA
"13085","90140_27473_18718","can",2004,9,22,37,"RR",4,-0.754999995,0.221,14.6399993896484,589,-65.55,42.0833333333333,NA
"13086","90142_159242_18719","can",2004,9,22,4,"RR",1,-0.754999995,0.221,13.5999994277954,48,-63.3491666666667,44.5316666666667,NA
"13087","90142_159242_18720","can",2004,9,22,4,"RR",1,-0.754999995,0.221,13.5999994277954,33,-63.4116666666667,44.5569444444444,NA
"13088","90142_159242_18721","can",2004,9,22,4,"RR",1,-0.754999995,0.221,13.5999994277954,42,-63.1666666666667,44.6,NA
"13089","90144_175700_18722","can",2004,9,27,1,"RR",1,0.172000006,0.221,13.6799993515015,33,-63.0933333333333,44.6302777777778,NA
"13090","90146_106307_18723","can",2004,9,24,60,"RR",1,-0.272000015,0.221,15.1499996185303,1035,-65.5833333333333,41.9,NA
"13091","90146_106307_18724","can",2004,9,24,60,"RR",1,-0.272000015,0.221,15.1499996185303,901,-65.6166666666667,41.9,NA
"13092","90146_106307_18725","can",2004,9,24,60,"RR",1,-0.272000015,0.221,15.1499996185303,492,-65.7166666666667,41.9,NA
"13093","90146_106307_18726","can",2004,9,24,60,"RR",1,-0.272000015,0.221,15.1499996185303,995,-65.6,41.9166666666667,NA
"13094","90146_106307_18727","can",2004,9,25,60,"RR",1,0.209999993,0.221,15.9699993133545,1213,-65.4833333333333,41.9833333333333,NA
"13095","90146_106307_18728","can",2004,9,22,60,"RR",1,-0.754999995,0.221,14.960000038147,629,-65.5666666666667,42,NA
"13096","90146_106307_18729","can",2004,9,22,60,"RR",1,-0.754999995,0.221,14.960000038147,599,-65.5833333333333,42,NA
"13097","90146_106307_18730","can",2004,9,22,60,"RR",2,-0.754999995,0.221,14.960000038147,552,-65.6166666666667,42,NA
"13098","90147_176139_18731","can",2004,9,27,2,"RR",1,0.172000006,0.221,13.6799993515015,44,-63.1,44.6166666666667,NA
"13099","90148_176079_18732","can",2004,9,27,6,"RR",1,0.172000006,0.221,13.6799993515015,33,-63.2166666666667,44.6,NA
"13100","90149_159242_18733","can",2004,9,17,14.5,"RR",0,0.565999985,0.221,15.460000038147,44,-63.1,44.6166666666667,NA
"13101","90150_159242_18734","can",2004,9,18,7,"RR",0,0.667999983,0.221,15.3099994659424,42,-63.1666666666667,44.6,NA
"13102","90151_159242_18735","can",2004,9,21,4,"RR",0,-0.805999994,0.221,13.8199996948242,33,-63.4116666666667,44.5569444444444,NA
"13103","90152_103963_18736","can",2004,9,23,30,"RR",1,-0.671999991,0.221,14.0999994277954,45,-63.1325,44.5945,NA
"13104","90153_7757_18737","can",2004,9,27,2,"RR",2,0.172000006,0.221,13.6799993515015,42,-63.1666666666667,44.6,NA
"13105","90156_103963_18738","can",2004,9,27,40,"RR",1,0.172000006,0.221,13.6799993515015,31,-63.1038888888889,44.6331666666667,NA
"13106","90165_160554_18739","can",2004,9,16,10,"RR",0,0.219999999,0.221,15.3899993896484,42,-63.1833333333333,44.6,NA
"13107","90168_160554_18740","can",2004,9,17,10,"RR",0,0.565999985,0.221,15.460000038147,42,-63.4,44.5333333333333,NA
"13108","90170_160554_18741","can",2004,9,18,10,"RR",0,0.667999983,0.221,15.3099994659424,42,-63.1833333333333,44.6,NA
"13109","90173_160554_18742","can",2004,9,21,7,"RR",0,-0.805999994,0.221,13.8199996948242,42,-63.1666666666667,44.6,NA
"13110","90175_152076_18743","can",2004,9,22,14.5,"RR",1,-0.754999995,0.221,13.5999994277954,49,-63.3166666666667,44.5333333333333,NA
"13111","90175_152076_18744","can",2004,9,22,14.5,"RR",1,-0.754999995,0.221,13.5999994277954,35,-63.1806666666667,44.616,NA
"13112","90183_155559_18745","can",2004,9,21,10,"RR",0,-0.805999994,0.221,13.8199996948242,33,-63.4116666666667,44.5569444444444,NA
"13113","90184_160538_18746","can",2004,9,22,14.5,"RR",1,-0.754999995,0.221,13.5999994277954,43,-63.1041666666667,44.62,NA
"13114","90186_160322_18747","can",2004,9,8,10,"RR",0,0.605000019,0.221,12.9200000762939,44,-63.0902777777778,44.6194444444444,NA
"13115","90188_160322_18748","can",2004,9,9,9,"RR",0,1.256999969,0.221,13.3899993896484,44,-63.1651666666667,44.5995,NA
"13116","90189_160322_18749","can",2004,9,10,10,"RR",0,1.07099998,0.221,13.4499998092651,38,-63.5155,44.4136666666667,NA
"13117","90190_160322_18750","can",2004,9,12,10,"RR",0,0.194999993,0.221,13.3999996185303,38,-63.1866666666667,44.6125,NA
"13118","90191_152076_18751","can",2004,9,9,11,"RR",0,1.256999969,0.221,13.3899993896484,43,-63.1166666666667,44.6166666666667,NA
"13119","90196_152076_18752","can",2004,9,11,14,"RR",0,0.610000014,0.221,13.3999996185303,40,-63.2666666666667,44.5833333333333,NA
"13120","90198_152076_18753","can",2004,9,12,14.5,"RR",0,0.194999993,0.221,13.3999996185303,42,-63.1833333333333,44.6,NA
"13121","90199_152076_18754","can",2004,9,13,12,"RR",0,-0.158000007,0.221,13.6499996185303,40,-63.0833333333333,44.6166666666667,NA
"13122","90205_152076_18755","can",2004,9,14,9,"RR",0,-0.319999993,0.221,14.0900001525879,17,-63.2,44.65,NA
"13123","90206_152076_18756","can",2004,9,15,9.97828078511212,"RR",0,-0.179000005,0.221,14.6599998474121,44,-63.1,44.6166666666667,NA
"13124","90210_152076_18757","can",2004,9,16,12,"RR",0,0.219999999,0.221,15.3899993896484,43,-63.3303333333333,44.5344444444444,NA
"13125","90212_152076_18758","can",2004,9,17,11,"RR",0,0.565999985,0.221,15.460000038147,31,-63.1022222222222,44.6316666666667,NA
"13126","90213_152076_18759","can",2004,9,18,8,"RR",0,0.667999983,0.221,15.3099994659424,44,-63.0902777777778,44.6194444444444,NA
"13127","90217_159252_18760","can",2004,9,22,6,"RR",1,-0.754999995,0.221,13.5999994277954,38,-63.1680555555556,44.6047222222222,NA
"13128","90219_159252_18761","can",2004,9,18,8,"RR",0,0.667999983,0.221,15.3099994659424,39,-63.0888888888889,44.6277777777778,NA
"13129","90223_160561_18762","can",2004,9,22,14.5,"RR",1,-0.754999995,0.221,13.5999994277954,60,-63.4833333333333,44.4333333333333,NA
"13130","90223_160561_18763","can",2004,9,22,14.5,"RR",1,-0.754999995,0.221,13.5999994277954,40,-63.0833333333333,44.6166666666667,NA
"13131","90223_160561_18764","can",2004,9,22,14.5,"RR",1,-0.754999995,0.221,13.5999994277954,43,-63.1166666666667,44.6166666666667,NA
"13132","90225_160561_18765","can",2004,9,18,12,"RR",0,0.667999983,0.221,15.3099994659424,50,-63.3441666666667,44.527,NA
"13133","90226_160561_18766","can",2004,9,21,8,"RR",0,-0.805999994,0.221,13.8199996948242,42,-63.1666666666667,44.6,NA
"13134","90229_160593_18767","can",2004,9,22,7,"RR",1,-0.754999995,0.221,13.5999994277954,31,-63.3452777777778,44.5716666666667,NA
"13135","90230_160593_18768","can",2004,9,15,5,"RR",0,-0.179000005,0.221,14.6599998474121,35,-63.1038888888889,44.628,NA
"13136","90232_160593_18769","can",2004,9,16,10,"RR",0,0.219999999,0.221,15.3899993896484,35,-63.0777777777778,44.6355555555556,NA
"13137","90233_160593_18770","can",2004,9,17,6,"RR",0,0.565999985,0.221,15.460000038147,38,-63.5155,44.4136666666667,NA
"13138","90234_160593_18771","can",2004,9,18,10,"RR",0,0.667999983,0.221,15.3099994659424,46,-63,44.6166666666667,NA
"13139","90235_151955_18772","can",2004,9,22,6,"RR",1,-0.754999995,0.221,13.5999994277954,33,-63.4116666666667,44.5569444444444,NA
"13140","90236_151955_18773","can",2004,9,18,9,"RR",0,0.667999983,0.221,15.3099994659424,8,-63.4666666666667,44.5833333333333,NA
"13141","90238_151955_18774","can",2004,9,17,11,"RR",0,0.565999985,0.221,15.460000038147,45,-63.1694444444444,44.595,NA
"13142","90239_151955_18775","can",2004,9,16,11,"RR",0,0.219999999,0.221,15.3899993896484,41,-63.15,44.6,NA
"13143","90242_101576_18776","can",2004,9,24,16,"RR",3,-0.272000015,0.221,14.2699995040894,64,-64.2,44.2,NA
"13144","90296_175700_18777","can",2004,9,26,2.5,"RR",1,0.287999988,0.221,13.6300001144409,9,-63.4772222222222,44.5838888888889,NA
"13145","90306_106287_18778","can",2004,9,25,40,"RR",1,0.209999993,0.221,15.6700000762939,1218,-65.5,41.9833333333333,NA
"13146","90340_105708_18779","can",2004,9,24,26,"RR",0,-0.272000015,0.221,15.1499996185303,1249,-65.5,41.9666666666667,NA
"13147","90340_105708_18780","can",2004,9,24,26,"RR",1,-0.272000015,0.221,15.1499996185303,959,-65.55,41.9833333333333,NA
"13148","90340_105708_18781","can",2004,9,23,26,"RR",0,-0.671999991,0.221,14.4699993133545,500,-65.5666666666667,42.0333333333333,NA
"13149","90340_105708_18782","can",2004,9,24,26,"RR",1,-0.272000015,0.221,14.6300001144409,455,-65.5833333333333,42.0333333333333,NA
"13150","90340_105708_18783","can",2004,9,23,26,"RR",1,-0.671999991,0.221,14.4699993133545,339,-65.6,42.0333333333333,NA
"13151","90340_105708_18784","can",2004,9,23,26,"RR",1,-0.671999991,0.221,14.4699993133545,461,-65.5833333333333,42.05,NA
"13152","90414_105177_18785","can",2004,9,24,30,"RR",1,-0.272000015,0.221,15.1499996185303,579,-65.7,41.8833333333333,NA
"13153","90414_105177_18786","can",2004,9,24,30,"RR",1,-0.272000015,0.221,15.1499996185303,396,-65.6833333333333,41.9,NA
"13154","90414_105177_18787","can",2004,9,24,30,"RR",1,-0.272000015,0.221,15.1499996185303,471,-65.65,41.9166666666667,NA
"13155","90414_105177_18788","can",2004,9,24,30,"RR",1,-0.272000015,0.221,15.1499996185303,354,-65.6666666666667,41.9166666666667,NA
"13156","90414_105177_18789","can",2004,9,24,30,"RR",1,-0.272000015,0.221,15.1499996185303,404,-65.65,41.9333333333333,NA
"13157","90414_105177_18790","can",2004,9,23,30,"RR",2,-0.671999991,0.221,14.4699993133545,242,-65.65,42.0166666666667,NA
"13158","90414_105177_18791","can",2004,9,23,30,"RR",1,-0.671999991,0.221,14.4699993133545,231,-65.6333333333333,42.0333333333333,NA
"13159","90441_152200_18792","can",2004,9,14,14.2825471698113,"RR",0,-0.319999993,0.221,14.0900001525879,50,-63.3333333333333,44.5333333333333,NA
"13160","90444_176132_18793","can",2004,9,29,1,"RR",1,0.643000007,0.221,14.2399997711182,45,-63.1325,44.5945,NA
"13161","90445_152200_18794","can",2004,9,15,13,"RR",0,-0.179000005,0.221,14.6599998474121,135,-62.8916666666667,44.4633333333333,NA
"13162","90447_152200_18795","can",2004,9,16,14.2825471698113,"RR",0,0.219999999,0.221,15.3899993896484,38,-63.1866666666667,44.6125,NA
"13163","90448_152200_18796","can",2004,9,17,11,"RR",0,0.565999985,0.221,15.460000038147,40,-63.0833333333333,44.6166666666667,NA
"13164","90449_152200_18797","can",2004,9,18,13,"RR",0,0.667999983,0.221,15.3099994659424,90,-63.5166666666667,44.4333333333333,NA
"13165","90450_152200_18798","can",2004,9,19,10,"RR",0,0.699999988,0.221,14.4899997711182,133,-63.0433333333333,44.4266666666667,NA
"13166","90451_152200_18799","can",2004,9,20,14.2825471698113,"RR",0,0.046999998,0.221,13.7399997711182,133,-63.0433333333333,44.4266666666667,NA
"13167","90452_152200_18800","can",2004,9,21,14.2825471698113,"RR",0,-0.805999994,0.221,13.8199996948242,133,-63.0433333333333,44.4266666666667,NA
"13168","90453_156892_18801","can",2004,9,22,5,"RR",1,-0.754999995,0.221,13.5999994277954,50,-63.3333333333333,44.5333333333333,NA
"13169","90453_156892_18802","can",2004,9,22,5,"RR",1,-0.754999995,0.221,13.5999994277954,36,-63.3363888888889,44.5458333333333,NA
"13170","90453_156892_18803","can",2004,9,22,5,"RR",1,-0.754999995,0.221,13.5999994277954,40,-63.0833333333333,44.6166666666667,NA
"13171","90454_152090_18804","can",2004,9,22,10,"RR",3,-0.754999995,0.221,13.5999994277954,31,-63.1,44.6333333333333,NA
"13172","90457_156892_18805","can",2004,9,20,7.5,"RR",0,0.046999998,0.221,13.7399997711182,137,-63.1972222222222,44.3694444444444,NA
"13173","90458_156892_18806","can",2004,9,21,9.5,"RR",0,-0.805999994,0.221,13.8199996948242,41,-63.3325,44.54,NA
"13174","90459_155073_18807","can",2004,9,21,10,"RR",0,-0.805999994,0.221,13.8199996948242,40,-63.0833333333333,44.6166666666667,NA
