"id","year","month","day","lat","lon","catch_n","state","prim_op","lines","fhours","party","bt_live","bt_art","bt_dead","fm_troll","fm_chunk","fm_chum","depth","bathy","field.sst","oisst","primary","secondary","nao","amo"
"2003-112214",2003,10,8,41.2666666666667,-69.2833333333333,0,"MA","Private",5,3,3,"Yes","No","Yes","No","Yes","Yes",-300,-75.9,16.67,15.2799997329712,"giant",NA,0.294,0.407
"2003-112303",2003,10,8,42.4166666666667,-70.4166666666667,0,"MA","Private",4,5,2,"No","Yes","No","Yes","No","No",-200,-32.5,NA,13.8999996185303,"giant",NA,0.294,0.407
"2003-112205",2003,10,8,41.2666666666667,-69.2833333333333,0,"MA","Charter",3,16,2,"No","No","Yes","No","No","Yes",-300,-75.9,15,15.2799997329712,"giant",NA,0.294,0.407
"2003-112206",2003,10,8,41.2666666666667,-69.2833333333333,1,"MA","Private",4,9,2,"No","No","Yes","No","No","Yes",-380,-75.9,16.11,15.2799997329712,"giant",NA,0.294,0.407
"2003-112207",2003,10,8,41.2666666666667,-69.2833333333333,1,"MA","Charter",3,7,2,"No","No","Yes","Yes","No","Yes",-320,-75.9,16.11,15.2799997329712,"giant",NA,0.294,0.407
"2003-112209",2003,10,8,41.2666666666667,-69.2833333333333,0,"MA","Private",4,12,4,"Yes","No","Yes","No","No","Yes",-300,-75.9,16.11,15.2799997329712,"giant",NA,0.294,0.407
"2003-112211",2003,10,8,41.2666666666667,-69.2833333333333,0,"MA","Private",3,8,2,"No","No","Yes","No","Yes","No",-300,-75.9,15.56,15.2799997329712,"giant",NA,0.294,0.407
"2003-112213",2003,10,8,41.6666666666667,-69.9166666666667,1,"MA","Private",4,12,2,"Yes","No","Yes","No","Yes","No",-500,-13.7,15,15.6999998092651,"giant",NA,0.294,0.407
"2003-113101",2003,10,9,42.1666666666667,-70.25,0,"MA","Private",3,6,2,"No","No","Yes","No","Yes","No",-200,-28.8,14.44,14.6499996185303,"giant",NA,0.115000002,0.407
"2003-113102",2003,10,9,42.1666666666667,-70.25,1,"MA","Private",3,8,2,"No","No","Yes","No","No","Yes",-120,-28.8,18.33,14.6499996185303,"giant",NA,0.115000002,0.407
"2003-114201",2003,10,9,42,-70.3333333333333,0,"MA","Private",2,11,1,"Yes","No","No",NA,NA,NA,-90,-47.2,15.56,14.6099996566772,"giant",NA,0.115000002,0.407
"2003-114202",2003,10,9,41.6666666666667,-69.9166666666667,1,"MA","Private",3,24,1,"Yes","No","No",NA,NA,NA,-120,-13.7,15.56,15.8800001144409,"giant",NA,0.115000002,0.407
"2003-114203",2003,10,9,42.05,-70.3333333333333,0,"MA","Private",3,12,2,"Yes","No","No",NA,NA,NA,-200,-54.1,15.56,14.6099996566772,"giant",NA,0.115000002,0.407
"2003-117404",2003,10,10,41.2666666666667,-69.2833333333333,0,"MA","Private",3,5,2,"No","No","Yes","No","Yes","Yes",-500,-75.9,15.56,14.710000038147,"giant",NA,-0.184,0.407
"2003-113504",2003,10,10,42.4166666666667,-70.5833333333333,0,"MA","Charter",4,10,3,"No","No","Yes","Yes","No","No",-220,-87.3,14.44,13.960000038147,"giant",NA,-0.184,0.407
"2003-117401",2003,10,10,41.2666666666667,-69.2833333333333,0,"MA","Private",4,9,2,"No","No","Yes","No","No","Yes",-320,-75.9,15.56,14.710000038147,"giant",NA,-0.184,0.407
"2003-117402",2003,10,10,41.2666666666667,-69.2833333333333,0,"MA","Private",4,20,3,"Yes","No","Yes","No","Yes","Yes",-480,-75.9,17.22,14.710000038147,"giant",NA,-0.184,0.407
"2003-117403",2003,10,10,41.2666666666667,-69.2833333333333,1,"MA","Private",NA,6,2,"No","No","Yes","No","No","Yes",-300,-75.9,15.56,14.710000038147,"giant",NA,-0.184,0.407
"2003-113502",2003,10,10,42.8666666666667,-70.4833333333333,0,"MA","Charter",4,8,2,"Yes","No","Yes","No","Yes","No",-205,-103.1,NA,12.960000038147,"giant",NA,-0.184,0.407
"2003-23-10-1",2003,10,10,43.3333333333333,-70.1666666666667,0,"ME","Private",4,5,3,"Yes",NA,NA,NA,"Yes",NA,-190,-107.6,10,12.3400001525879,"giant",NA,-0.184,0.407
"2003-114301",2003,10,11,42,-70.3333333333333,1,"MA","Private",2,7,2,"Yes","No","No",NA,NA,NA,-120,-47.2,14.44,13.8699998855591,"giant",NA,-0.483999997,0.407
"2003-114302",2003,10,11,42,-70.3333333333333,0,"MA","Private",4,9,2,"Yes","No","No",NA,NA,NA,-120,-47.2,15.56,13.8699998855591,"giant",NA,-0.483999997,0.407
"2003-114303",2003,10,11,42,-70.3333333333333,1,"MA","Private",3,12,2,"Yes","No","No","No","No","Yes",-120,-47.2,15.56,13.8699998855591,"giant",NA,-0.483999997,0.407
"2003-114901",2003,10,11,42.8333333333333,-70.4166666666667,1,"NH","Private",3,9,3,"Yes","No","Yes","No","Yes","Yes",-230,-128.5,17.78,13.1700000762939,"giant",NA,-0.483999997,0.407
"2003-114401",2003,10,12,42.05,-70.3333333333333,0,"MA","Private",3,4,2,"Yes","No","No",NA,NA,NA,-200,-54.1,14.44,13.5900001525879,"giant",NA,-0.666000009,0.407
"2003-115401",2003,10,14,42.1666666666667,-70.25,0,"MA","Charter",4,8,3,"No","Yes","No","Yes","No","No",-200,-28.8,14.44,13.3899993896484,"giant",NA,-0.697000027,0.407
"2003-118201",2003,10,17,42.2166666666667,-70.3333333333333,0,"MA","Charter",4,7,5,"No","Yes","No","Yes","No","No",-200,-44.4,11.11,12,"giant",NA,-1.593999982,0.407
"2003-119501",2003,10,18,42.9166666666667,-70.0833333333333,0,"NH","Private",2,6,2,"No","Yes","Yes","Yes","Yes","No",-250,-74,11.67,11,"giant",NA,-1.881999969,0.407
"2003-122901",2003,10,25,41.2666666666667,-69.2833333333333,0,"MA","Charter",3,12,1,"No","No","Yes","Yes","No","No",-260,-75.9,11.67,12.0900001525879,"giant",NA,-0.792999983,0.407
"2003-122903",2003,10,25,41.2666666666667,-69.2833333333333,0,"MA","Charter",3,12,2,"No","No","Yes","No","Yes","No",-290,-75.9,11.11,12.0900001525879,"giant",NA,-0.792999983,0.407
"2003-122904",2003,10,25,41.2666666666667,-69.2833333333333,1,"MA","Charter",3,8,2,"No","No","Yes","No","Yes","No",-240,-75.9,12.78,12.0900001525879,"giant",NA,-0.792999983,0.407
"2003-126901",2003,10,31,42.8333333333333,-70.4166666666667,0,"NH","Private",1,5,3,"Yes","No","Yes","No","Yes","Yes",-220,-128.5,10.56,10.5799999237061,"giant",NA,-0.077,0.407
"2003-126903",2003,10,31,43.1666666666667,-69.6666666666667,0,"NH","Private",4,14,4,"Yes","No","Yes","No","Yes","No",-192,-78.6,10.56,10.9299993515015,"giant",NA,-0.077,0.407
"2003-011304",2003,6,26,38.0333333333333,-74.3333333333333,0,"VA","Private",7,7,5,"No","Yes","Yes","Yes","No","No",-72,-53.3,22.78,20.7199993133545,"large med",NA,0.096000001,0.186
"2003-011302",2003,6,26,37,-74.25,0,"VA","Charter",9,8,6,"No","No","Yes","Yes","No","No",-3000,-1869,20.56,21.5399990081787,"large med",NA,0.096000001,0.186
"2003-011303",2003,6,26,38.0333333333333,-74.3333333333333,0,"VA","Charter",7,8,6,"No","Yes","No","Yes","No","No",-120,-53.3,21.67,20.7199993133545,"large med",NA,0.096000001,0.186
"2003-23-07-53",2003,7,6,43.3333333333333,-70.1666666666667,0,"ME","Charter",4,10,4,"Yes","Yes","Yes","Yes","Yes","No",-240,-107.6,NA,16.1700000762939,"giant",NA,-1.235999942,0.257
"2003-021505",2003,7,10,37.4833333333333,-74.5,0,"MD","Charter",5,6,5,"No","Yes","No","Yes","No","No",-660,-181.8,23.89,24.269998550415,"large med",NA,0.273999989,0.257
"2003-021503",2003,7,10,38.1,-74.2833333333333,0,"MD","Charter",5,6,6,"Yes","No","Yes","No","Yes","No",-127,-48.7,24.44,22.8299999237061,"large med",NA,0.273999989,0.257
"2003-021509",2003,7,10,37.8666666666667,-74.1,0,"MD","Charter",6,6,3,"No","Yes","No","Yes","No","No",-990,-256.5,25,23.519998550415,"large med",NA,0.273999989,0.257
"2003-021501",2003,7,10,37.4833333333333,-74.5,0,"MD","Charter",11,8,6,"No","Yes","No","Yes","No","No",-660,-181.8,22.78,24.269998550415,"large med",NA,0.273999989,0.257
"2003-021502",2003,7,10,37.4833333333333,-74.5,0,"MD","Private",12,5,4,"No","Yes","Yes","Yes","No","No",-600,-181.8,25,24.269998550415,"large med",NA,0.273999989,0.257
"2003-021507",2003,7,10,38.2333333333333,-73.8333333333333,0,"MD","Charter",12,10,6,"No","No","Yes","Yes","No","No",-1200,-158.1,23.89,23.0900001525879,"large med",NA,0.273999989,0.257
"2003-021508",2003,7,10,38.1833333333333,-74.4,0,"MD","Charter",10,7,2,"No","Yes","Yes","Yes","No","No",-120,-37.8,25.56,22.8299999237061,"large med",NA,0.273999989,0.257
"2003-021506",2003,7,10,37.8666666666667,-74.1,0,"MD","Charter",10,6,5,"No","No","Yes","Yes","No","No",-3000,-256.5,25.56,23.519998550415,"large med",NA,0.273999989,0.257
"2003-23-07-52",2003,7,10,43.3333333333333,-70.1666666666667,0,"ME","Charter",4,10,3,"Yes","Yes","Yes","Yes","Yes","No",-240,-107.6,NA,16.3899993896484,"giant",NA,0.273999989,0.257
"2003-019302",2003,7,12,38.2,-74.6166666666667,0,"MD","Charter",7,8,5,"No","Yes","No","Yes","No","No",-120,-35.9,21.11,22.3699989318848,"giant",NA,0.476000011,0.257
"2003-23-07-55",2003,7,12,43.3333333333333,-70.1666666666667,0,"ME","Private",4,10,4,"No","Yes","No","Yes","No","No",-275,-107.6,17.22,15.6099996566772,"giant",NA,0.476000011,0.257
"2003-021007",2003,7,12,37.4166666666667,-75.1666666666667,0,"VA","Charter",7,5,5,"No","Yes","No","Yes","No","No",-100,-26.8,21.67,23.019998550415,"large med",NA,0.476000011,0.257
"2003-23-07-57",2003,7,13,43.3333333333333,-70.1666666666667,0,"ME","Charter",4,7,3,"Yes","No","Yes","Yes","No","Yes",-230,-107.6,NA,16.0200004577637,"giant",NA,0.637000024,0.257
"2003-023701",2003,7,16,42.4166666666667,-70.4166666666667,0,"MA","Private",3,4,2,"Yes","No","No","No","No","No",-85,-32.5,16.67,16.9400005340576,"giant",NA,1.021000028,0.257
"2003-023702",2003,7,16,42,-70.3333333333333,0,"MA","Private",2,2,1,"No","No","Yes","No","No","Yes",-72,-47.2,21.11,16.6999988555908,"giant",NA,1.021000028,0.257
"2003-025301",2003,7,17,42,-70.3333333333333,0,"MA","Private",1,3,1,"No","Yes","No","Yes","No","No",-120,-47.2,18.33,16.6599998474121,"giant",NA,0.085000001,0.257
"2003-024607",2003,7,17,38.0833333333333,-74.75,0,"MD","Private",5,6,3,"No","Yes","No","Yes","No","No",-60,-27.6,23.89,22.5699996948242,"large med",NA,0.085000001,0.257
"2003-024606",2003,7,17,38.0833333333333,-74.75,0,"MD","Private",4,6,2,"No","Yes","Yes","Yes","Yes","Yes",-100,-27.6,24.44,22.5699996948242,"large med",NA,0.085000001,0.257
"2003-024604",2003,7,17,38.0833333333333,-74.75,0,"MD","Private",11,8,4,"Yes","Yes","Yes","Yes","No","No",-120,-27.6,22.78,22.5699996948242,"large med",NA,0.085000001,0.257
"2003-024608",2003,7,17,38.0833333333333,-74.75,0,"MD","Private",4,6,2,"No","Yes","No","Yes","No","No",-70,-27.6,23.33,22.5699996948242,"large med",NA,0.085000001,0.257
"2003-024605",2003,7,17,38.0833333333333,-74.75,0,"MD","Private",6,6,4,"No","No","Yes","Yes","No","Yes",-80,-27.6,23.89,22.5699996948242,"large med",NA,0.085000001,0.257
"2003-024601",2003,7,17,38.0833333333333,-74.75,0,"MD","Private",4,7,3,"Yes","Yes","Yes","Yes","No","No",-120,-27.6,22.78,22.5699996948242,"large med",NA,0.085000001,0.257
"2003-024602",2003,7,17,38.1,-74.2833333333333,0,"MD","Private",8,6,4,"No","No","Yes","Yes","No","No",-240,-48.7,22.78,23.0100002288818,"large med",NA,0.085000001,0.257
"2003-024603",2003,7,17,38.1833333333333,-74.4,0,"MD","Private",6,8,2,"No","Yes","Yes","Yes","No","No",-120,-37.8,25,23.0100002288818,"large med",NA,0.085000001,0.257
"2003-027302",2003,7,18,42.0833333333333,-70.1333333333333,0,"MA","Private",2,5,1,"Yes","No","No","No","Yes","No",-160,-11.2,20,17.0200004577637,"giant",NA,-0.337000012,0.257
"2003-027301",2003,7,18,42.1666666666667,-70.25,0,"MA","Private",2,7,1,"No","Yes","No","Yes","No","No",-125,-28.8,16.11,17.0200004577637,"giant",NA,-0.337000012,0.257
"2003-027401",2003,7,19,42,-70.3333333333333,0,"MA","Private",3,4,3,"Yes","No","No","Yes","No","No",-120,-47.2,18.33,17.3699989318848,"giant",NA,-0.194000006,0.257
"2003-23-07-63",2003,7,19,43.5,-69.7,0,"ME","Charter",3,5,5,"Yes","No","No","No","No","Yes",-270,-124.3,NA,14.7299995422363,"giant",NA,-0.194000006,0.257
"2003-23-07-58",2003,7,19,43.3333333333333,-70.1666666666667,0,"ME","Private",4,8,2,"Yes","No","No","Yes","Yes","No",-210,-107.6,18.33,16.75,"giant",NA,-0.194000006,0.257
"2003-23-07-61",2003,7,19,43.3333333333333,-70.1666666666667,0,"ME","Private",1,2,4,"No","No","Yes","Yes","No","No",-260,-107.6,18.33,16.75,"giant",NA,-0.194000006,0.257
"2003-23-07-64",2003,7,19,43.2166666666667,-69.6666666666667,0,"ME","Charter",5,5,4,"No","Yes","No","Yes","No","No",-200,-103.5,20,16.0499992370605,"giant",NA,-0.194000006,0.257
"2003-23-07-59",2003,7,19,43.1666666666667,-70.0833333333333,0,"ME","Private",5,8,2,"Yes","Yes","Yes","No","Yes","No",-250,-154.5,19.44,16.7799987792969,"giant",NA,-0.194000006,0.257
"2003-23-07-60",2003,7,19,43.3333333333333,-70.1666666666667,0,"ME","Private",3,8,2,"Yes","Yes","Yes","Yes","Yes","Yes",-342,-107.6,NA,16.75,"giant",NA,-0.194000006,0.257
"2003-23-07-62",2003,7,19,43.1666666666667,-70.0833333333333,0,"ME","Charter",4,9,8,"Yes","No","No","No","No","No",-250,-154.5,17.78,16.7799987792969,"giant",NA,-0.194000006,0.257
"2003-029401",2003,7,20,42,-70.3333333333333,0,"MA","Private",1,3,2,"Yes","No","No","Yes","No","No",-120,-47.2,18.33,17.5799999237061,"giant",NA,0.164000005,0.257
"2003-23-07-65",2003,7,20,43.1666666666667,-70.0833333333333,0,"ME","Charter",3,5,3,"Yes","Yes","No","No","No","Yes",-308,-154.5,18.33,17.6499996185303,"giant",NA,0.164000005,0.257
"2003-23-07-68",2003,7,20,43.3333333333333,-70.1666666666667,0,"ME","Private",3,8,2,"Yes","Yes","Yes","Yes","Yes","Yes",-300,-107.6,19.44,17.6199989318848,"giant",NA,0.164000005,0.257
"2003-031204",2003,7,21,38.2,-74.6166666666667,0,"MD","Charter",4,8,6,"No","No","Yes","No","Yes","No",-120,-35.9,22.78,23.5499992370605,"large med",NA,0.451000005,0.257
"2003-031212",2003,7,21,37.4833333333333,-74.5,0,"MD","Charter",7,6,5,"No","No","Yes","Yes","No","No",-1260,-181.8,23.89,24.7899990081787,"large med",NA,0.451000005,0.257
"2003-031201",2003,7,21,38.1,-74.2833333333333,0,"MD","Private",7,6,3,"No","Yes","Yes","Yes","No","No",-240,-48.7,26.11,24.0100002288818,"large med",NA,0.451000005,0.257
"2003-031206",2003,7,21,38.2166666666667,-74.7166666666667,0,"MD","Charter",10,8,6,"No","No","Yes","No","Yes","No",-120,-32.4,24.44,23.5499992370605,"large med",NA,0.451000005,0.257
"2003-031211",2003,7,21,38.1,-74.2833333333333,0,"MD","Charter",6,8,2,"No","No","Yes","Yes","No","No",-76,-48.7,24.44,24.0100002288818,"large med",NA,0.451000005,0.257
"2003-031208",2003,7,21,38.1,-74.2833333333333,0,"MD","Private",8,6,6,"No","No","Yes","Yes","No","No",-180,-48.7,24.44,24.0100002288818,"large med",NA,0.451000005,0.257
"2003-031205",2003,7,21,38.3333333333333,-74.5,0,"MD","Charter",5,7,3,"No","No","Yes","No","Yes","No",-120,-40.5,23.33,22.8999996185303,"large med",NA,0.451000005,0.257
"2003-031202",2003,7,21,38.0833333333333,-74.75,0,"MD","Private",3,6,3,"No","Yes","No","Yes","No","No",-100,-27.6,23.89,22.8799991607666,"large med",NA,0.451000005,0.257
"2003-031207",2003,7,21,38.2166666666667,-74.7166666666667,0,"MD","Charter",8,8,5,"No","No","Yes","No","Yes","No",-120,-32.4,23.33,23.5499992370605,"large med",NA,0.451000005,0.257
"2003-031210",2003,7,21,38.1,-74.2833333333333,0,"MD","Private",4,8,4,"No","No","Yes","Yes","No","No",-180,-48.7,25,24.0100002288818,"large med",NA,0.451000005,0.257
"2003-031209",2003,7,21,38.2166666666667,-74.7166666666667,0,"MD","Charter",7,7,5,"No","No","Yes","No","Yes","No",-90,-32.4,23.89,23.5499992370605,"large med",NA,0.451000005,0.257
"2003-031203",2003,7,21,38.2,-74.6166666666667,0,"MD","Private",4,6,2,"No","No","Yes","No","Yes","No",-85,-35.9,24.44,23.5499992370605,"large med",NA,0.451000005,0.257
"2003-23-07-69",2003,7,21,43.5,-70.05,0,"ME","Private",3,4,3,"No","No","Yes","Yes","No","No",-300,-92.8,19.44,16.8599987030029,"giant",NA,0.451000005,0.257
"2003-23-07-54",2003,7,22,43.6666666666667,-70.05,1,"ME","Private",3,6,2,"No","No","Yes","No","Yes","No",-200,-41.4,15,15.0899991989136,"giant",NA,0.703000009,0.257
"2003-031801",2003,7,23,42,-70.3333333333333,0,"MA","Private",2,3,1,"Yes","No","No","No","Yes","No",-120,-47.2,18.33,17.1099987030029,"giant",NA,0.768000007,0.257
"2003-047101",2003,7,24,41.4166666666667,-70.1666666666667,0,"MA","Private",4,9,6,"No","No","Yes","No","Yes","No",-180,-8.1,20,16.0100002288818,"giant",NA,0.575999975,0.257
"2003-047203",2003,7,25,41.0833333333333,-70.0833333333333,0,"MA","Private",4,12,3,"No","No","Yes","Yes","No","No",-150,-20,20,17.3400001525879,"giant",NA,0.499000013,0.257
"2003-23-07-71",2003,7,25,43.5,-69.7,0,"ME","Private",4,16,2,"Yes","Yes","No","No","Yes","Yes",-240,-124.3,NA,14.1999998092651,"giant",NA,0.499000013,0.257
"2003-23-07-72",2003,7,25,43.5166666666667,-69.9666666666667,0,"ME","Private",3,13,3,"No","Yes","No","No","Yes","Yes",-212,-88.1,14.44,14.4299993515015,"giant",NA,0.499000013,0.257
"2003-033601",2003,7,26,42,-70.3333333333333,0,"MA","Private",1,4,2,"Yes","No","No","Yes","No","No",-120,-47.2,18.33,17.1499996185303,"giant",NA,0.523999989,0.257
"2003-035202",2003,7,26,38.0833333333333,-74.75,0,"MD","Private",4,6,2,"No","No","Yes","No","Yes","No",-120,-27.6,23.33,21.6499996185303,"large med",NA,0.523999989,0.257
"2003-035213",2003,7,26,38.1,-74.2833333333333,0,"MD","Private",7,10,5,"No","Yes","Yes","Yes","Yes","No",-150,-48.7,25.56,22.75,"large med",NA,0.523999989,0.257
"2003-035216",2003,7,26,38.1,-74.2833333333333,0,"MD","Private",7,8,6,"No","No","Yes","No","Yes","No",-180,-48.7,23.33,22.75,"large med",NA,0.523999989,0.257
"2003-035203",2003,7,26,38.2,-74.6166666666667,0,"MD","Private",6,7,3,"No","No","Yes","Yes","Yes","No",-130,-35.9,20.56,22.1399993896484,"large med",NA,0.523999989,0.257
"2003-035207",2003,7,26,37.8666666666667,-74.1,0,"MD","Private",8,6,3,"No","No","Yes","Yes","No","No",-3000,-256.5,26.67,23.6299991607666,"large med",NA,0.523999989,0.257
"2003-035209",2003,7,26,38.1,-74.2833333333333,0,"MD","Private",5,10,4,"No","No","Yes","No","Yes","No",-160,-48.7,22.22,22.75,"large med",NA,0.523999989,0.257
"2003-035206",2003,7,26,38.2,-74.6166666666667,0,"MD","Private",7,6,1,"No","Yes","Yes","Yes","No","No",-120,-35.9,20.56,22.1399993896484,"large med",NA,0.523999989,0.257
"2003-035211",2003,7,26,38.1,-74.2833333333333,0,"MD","Private",5,10,4,"No","No","Yes","No","Yes","No",-60,-48.7,25,22.75,"large med",NA,0.523999989,0.257
"2003-035214",2003,7,26,38.1,-74.2833333333333,0,"MD","Private",4,6,3,"No","Yes","Yes","Yes","Yes","No",-127,-48.7,21.11,22.75,"large med",NA,0.523999989,0.257
"2003-035210",2003,7,26,38.1,-74.2833333333333,0,"MD","Private",4,10,5,"No","No","Yes","No","Yes","No",-180,-48.7,22.22,22.75,"large med",NA,0.523999989,0.257
"2003-035212",2003,7,26,38.4166666666667,-74.3333333333333,0,"MD","Private",6,6,4,"No","No","Yes","No","Yes","No",-120,-38.6,20,22.269998550415,"large med",NA,0.523999989,0.257
"2003-035201",2003,7,26,38.0833333333333,-74.75,0,"MD","Private",4,5,4,"No","No","Yes","No","Yes","No",-80,-27.6,22.78,21.6499996185303,"large med",NA,0.523999989,0.257
"2003-035227",2003,7,26,38.1,-74.2833333333333,0,"MD","Private",4,6,3,"No","No","Yes","No","Yes","No",-140,-48.7,23.89,22.75,"large med",NA,0.523999989,0.257
"2003-035215",2003,7,26,38.1,-74.2833333333333,0,"MD","Private",4,10,4,"No","No","Yes","No","Yes","No",-138,-48.7,20,22.75,"large med",NA,0.523999989,0.257
"2003-035222",2003,7,26,38.1,-74.2833333333333,0,"MD","Private",11,10,3,"No","Yes","Yes","Yes","Yes","No",-120,-48.7,23.89,22.75,"large med",NA,0.523999989,0.257
"2003-035223",2003,7,26,38.0833333333333,-74.75,0,"MD","Private",4,9,2,"No","No","Yes","Yes","No","No",-100,-27.6,18.33,21.6499996185303,"large med",NA,0.523999989,0.257
"2003-035229",2003,7,26,37.9833333333333,-74.55,0,"MD","Private",4,9,3,"No","No","Yes","No","Yes","No",-134,-39,23.33,22.6700000762939,"large med",NA,0.523999989,0.257
"2003-035217",2003,7,26,38.2,-74.6166666666667,0,"MD","Private",6,8,3,"No","Yes","No","Yes","No","No",-180,-35.9,20.56,22.1399993896484,"large med",NA,0.523999989,0.257
"2003-035218",2003,7,26,38.1,-74.2833333333333,0,"MD","Private",6,10,4,"No","Yes","Yes","Yes","No","No",-200,-48.7,25.56,22.75,"large med",NA,0.523999989,0.257
"2003-035219",2003,7,26,38.1833333333333,-74.4,0,"MD","Private",4,8,2,"No","No","Yes","No","Yes","No",-100,-37.8,17.22,22.75,"large med",NA,0.523999989,0.257
"2003-035221",2003,7,26,38.1,-74.2833333333333,0,"MD","Private",5,8,4,"No","No","Yes","No","Yes","No",-230,-48.7,23.33,22.75,"large med",NA,0.523999989,0.257
"2003-035226",2003,7,26,38.1,-74.2833333333333,0,"MD","Private",5,9,3,"No","Yes","No","Yes","No","No",-133,-48.7,24.44,22.75,"large med",NA,0.523999989,0.257
"2003-035208",2003,7,26,38.1,-74.2833333333333,0,"MD","Private",5,8,3,"No","Yes","Yes","Yes","No","No",-180,-48.7,24.44,22.75,"large med",NA,0.523999989,0.257
"2003-035204",2003,7,26,38.0833333333333,-74.75,0,"MD","Private",4,6,1,"No","Yes","No","Yes","No","No",-110,-27.6,19.44,21.6499996185303,"large med",NA,0.523999989,0.257
"2003-035228",2003,7,26,38.0833333333333,-74.75,0,"MD","Charter",7,9,2,"No","No","Yes","No","Yes","No",-100,-27.6,18.89,21.6499996185303,"large med",NA,0.523999989,0.257
"2003-035205",2003,7,26,38.8166666666667,-74.4666666666667,0,"MD","Private",4,6,3,"No","No","Yes","Yes","Yes","No",-130,-21.5,21.67,20.7199993133545,"large med",NA,0.523999989,0.257
"2003-035231",2003,7,26,37.8666666666667,-74.1,0,"MD","Private",5,11,5,"No","Yes","Yes","Yes","Yes","No",-600,-256.5,25.56,23.6299991607666,"large med",NA,0.523999989,0.257
"2003-035224",2003,7,26,38.2166666666667,-74.7166666666667,0,"MD","Private",5,12,5,"No","Yes","Yes","Yes","Yes","No",-75,-32.4,22.22,22.1399993896484,"large med",NA,0.523999989,0.257
"2003-035225",2003,7,26,37.8666666666667,-74.1,0,"MD","Private",7,5,3,"Yes","Yes","Yes","Yes","No","No",-600,-256.5,27.78,23.6299991607666,"large med",NA,0.523999989,0.257
"2003-035230",2003,7,26,37.4,-74.4166666666667,0,"MD","Private",7,10,4,"No","Yes","Yes","Yes","No","No",-3000,-946.7,25,24,"large med",NA,0.523999989,0.257
"2003-23-07-74",2003,7,26,43.5166666666667,-69.9666666666667,0,"ME","Private",3,12,6,"No","No","Yes","No","Yes","Yes",-220,-88.1,NA,15.0599994659424,"giant",NA,0.523999989,0.257
"2003-23-07-73",2003,7,26,43.3333333333333,-70.1666666666667,0,"ME","Private",4,15,1,"Yes","No","Yes","No","No","No",-210,-107.6,NA,15.4499998092651,"giant",NA,0.523999989,0.257
"2003-034202",2003,7,26,42.8666666666667,-70.2333333333333,0,"NH","Private",5,8,3,"Yes","No","Yes","No","Yes","No",-210,-107.1,17.78,16.3299999237061,"giant",NA,0.523999989,0.257
"2003-034601",2003,7,27,42,-70.3333333333333,0,"MA","Private",2,10,1,"Yes","No","No","No","Yes","No",-120,-47.2,16.67,17.2700004577637,"giant",NA,0.386999995,0.257
"2003-035311",2003,7,27,38.0333333333333,-74.3333333333333,0,"MD","Charter",6,8,4,"No","No","Yes","Yes","No","No",-120,-53.3,23.89,22.8500003814697,"large med",NA,0.386999995,0.257
"2003-035310",2003,7,27,38.2333333333333,-73.8333333333333,0,"MD","Private",7,6,6,"No","No","Yes","Yes","No","No",-408,-158.1,24.44,23.8299999237061,"large med",NA,0.386999995,0.257
"2003-035306",2003,7,27,38.0333333333333,-74.3333333333333,0,"MD","Charter",6,7,6,"No","Yes","Yes","Yes","No","No",-120,-53.3,23.89,22.8500003814697,"large med",NA,0.386999995,0.257
"2003-035313",2003,7,27,38.2333333333333,-73.8333333333333,0,"MD","Charter",9,6,6,"No","No","Yes","Yes","No","No",-240,-158.1,23.89,23.8299999237061,"large med",NA,0.386999995,0.257
"2003-035312",2003,7,27,38.2166666666667,-74.7166666666667,0,"MD","Charter",4,8,5,"No","Yes","Yes","Yes","No","No",-90,-32.4,20,22.1599998474121,"large med",NA,0.386999995,0.257
"2003-035305",2003,7,27,38.2333333333333,-73.8333333333333,0,"MD","Charter",8,8,4,"No","No","Yes","Yes","No","No",-660,-158.1,25,23.8299999237061,"large med",NA,0.386999995,0.257
"2003-035302",2003,7,27,38.1,-73.8166666666667,0,"MD","Charter",4,18,6,"No","Yes","Yes","Yes","No","No",-6000,-900,24.44,23.8299999237061,"large med",NA,0.386999995,0.257
"2003-035309",2003,7,27,38.0333333333333,-74.3333333333333,0,"MD","Charter",8,6,6,"No","Yes","Yes","Yes","No","No",-106,-53.3,23.33,22.8500003814697,"large med",NA,0.386999995,0.257
"2003-035301",2003,7,27,38.0833333333333,-74.75,0,"MD","Charter",7,5,5,"No","No","Yes","Yes","Yes","No",-70,-27.6,21.11,21.6000003814697,"large med",NA,0.386999995,0.257
"2003-035303",2003,7,27,37.8666666666667,-74.1,0,"MD","Private",4,6,2,"No","No","Yes","Yes","No","No",-420,-256.5,24.44,23.9300003051758,"large med",NA,0.386999995,0.257
"2003-035304",2003,7,27,37.8666666666667,-74.1,0,"MD","Charter",6,6,3,"No","No","Yes","Yes","No","No",-600,-256.5,24.44,23.9300003051758,"large med",NA,0.386999995,0.257
"2003-035308",2003,7,27,38.0333333333333,-74.3333333333333,0,"MD","Charter",5,6,5,"No","No","Yes","Yes","Yes","No",-106,-53.3,23.89,22.8500003814697,"large med",NA,0.386999995,0.257
"2003-035307",2003,7,27,38.1,-73.8166666666667,0,"MD","Private",9,8,5,"No","Yes","No","Yes","No","No",-7750,-900,23.89,23.8299999237061,"large med",NA,0.386999995,0.257
