"Size_class","trip","year","month","day","fhours","lon","lat","sst","catch","data"
"Unknown","1997_103254_20_10_9",1997,10,9,6,-65.4,43.3666666666667,NA,4,"hdata"
"Unknown","1997_104234_11_10_9",1997,10,9,12,-65.4333333333333,43.35,NA,4,"hdata"
"Unknown","1997_150689_10_10_9",1997,10,9,12.5,-61.4833333333333,45.05,NA,1,"hdata"
"Unknown","1997_151587_24_10_9",1997,10,9,4.5,-61.4666666666667,45.0666666666667,NA,1,"hdata"
"Unknown","1997_152152_44_10_9",1997,10,9,5.5,-61.55,45.0166666666667,NA,1,"hdata"
"Unknown","1997_153901_19_10_9",1997,10,9,4,-61.4666666666667,45.0666666666667,NA,2,"hdata"
"Unknown","1997_154486_36_10_9",1997,10,9,9.5,-61.4333333333333,45.0833333333333,NA,1,"hdata"
"Unknown","1997_154518_32_10_9",1997,10,9,8,-61.3666666666667,45.1,NA,1,"hdata"
"Unknown","1997_155131_38_10_9",1997,10,9,8,-61.5333333333333,45.0333333333333,NA,1,"hdata"
"Unknown","1997_155132_13_10_9",1997,10,9,4.5,-61.4666666666667,45.0666666666667,NA,1,"hdata"
"Unknown","1997_156827_29_10_9",1997,10,9,14.5,-61.4,45.1,NA,1,"hdata"
"Unknown","1997_104136_31_10_10",1997,10,10,13.1,-66.35,43.5,NA,3,"hdata"
"Unknown","1997_151158_41_10_10",1997,10,10,6.5,-61.5,45.0666666666667,NA,2,"hdata"
"Unknown","1997_151663_39_10_10",1997,10,10,10.5,-61.3666666666667,45.1333333333333,NA,1,"hdata"
"Unknown","1997_151670_14_10_10",1997,10,10,4,-61.5,45.0666666666667,NA,1,"hdata"
"Unknown","1997_152129_39_10_10",1997,10,10,8,-61.5,45.05,NA,1,"hdata"
"Unknown","1997_155037_44_10_10",1997,10,10,9,-61.5,45.05,NA,1,"hdata"
"Unknown","1997_155131_39_10_10",1997,10,10,9,-61.2,45.15,NA,1,"hdata"
"Unknown","1997_156827_30_10_10",1997,10,10,4,-61.3666666666667,45.1166666666667,NA,1,"hdata"
"Unknown","1997_175161_10_10_10",1997,10,10,11.3,-63.5833333333333,44.35,NA,1,"hdata"
"Unknown","1997_7831_1_10_11",1997,10,11,8,-61.6833333333333,45.0166666666667,NA,1,"hdata"
"Unknown","1997_150960_24_10_11",1997,10,11,3.5,-61.3833333333333,45.0666666666667,NA,1,"hdata"
"Unknown","1997_152993_25_10_11",1997,10,11,5.5,-63.15,44.6166666666667,NA,1,"hdata"
"Unknown","1997_153901_20_10_11",1997,10,11,8,-61.4666666666667,45.0666666666667,NA,1,"hdata"
"Unknown","1997_104558_33_10_13",1997,10,13,3.3,-61.4166666666667,45.1166666666667,NA,1,"hdata"
"Unknown","1997_152129_41_10_13",1997,10,13,9.5,-61.3833333333333,45.05,NA,2,"hdata"
"Unknown","1997_152913_13_10_13",1997,10,13,10,-61.4166666666667,45.0833333333333,NA,1,"hdata"
"Unknown","1997_175544_18_10_13",1997,10,13,2.5,-63.15,44.6166666666667,NA,1,"hdata"
"Unknown","1997_103393_31_10_14",1997,10,14,8,-63.1666666666667,44.6,NA,1,"hdata"
"Unknown","1997_104282_11_10_14",1997,10,14,12,-63.1333333333333,44.6166666666667,NA,1,"hdata"
"Unknown","1997_154518_37_10_14",1997,10,14,8,-61.5333333333333,45.05,NA,1,"hdata"
"Unknown","1997_101104_31_10_15",1997,10,15,1,-61.3833333333333,45.1,NA,1,"hdata"
"Unknown","1997_150024_5_10_15",1997,10,15,4,-63.4666666666667,44.5833333333333,NA,1,"hdata"
"Unknown","1997_154055_5_10_15",1997,10,15,10,-61.3833333333333,45.05,NA,1,"hdata"
"Unknown","1997_104317_40_10_16",1997,10,16,12,-63.45,44.2833333333333,NA,2,"hdata"
"Unknown","1997_150620_46_10_16",1997,10,16,8,-60.85,45.3166666666667,NA,1,"hdata"
"Unknown","1997_151015_31_10_16",1997,10,16,2.5,-61.3833333333333,45.1166666666667,NA,1,"hdata"
"Unknown","1997_153375_30_10_16",1997,10,16,11.5,-61.5,43.2666666666667,NA,1,"hdata"
"Unknown","1997_154486_43_10_16",1997,10,16,5,-61.4333333333333,45.05,NA,1,"hdata"
"Unknown","1997_156378_17_10_16",1997,10,16,7,-61.55,45.0333333333333,NA,1,"hdata"
"Unknown","1997_156816_17_10_16",1997,10,16,8,-61.45,45.0833333333333,NA,1,"hdata"
"Unknown","1997_150960_29_10_17",1997,10,17,11.5,-61.3833333333333,45.1166666666667,NA,1,"hdata"
"Unknown","1997_151015_32_10_17",1997,10,17,5.3,-61.3833333333333,45.1166666666667,NA,1,"hdata"
"Unknown","1997_151663_43_10_17",1997,10,17,10.3,-61.35,45.1166666666667,NA,1,"hdata"
"Unknown","1997_154518_40_10_17",1997,10,17,8,-61.3833333333333,45.1,NA,1,"hdata"
"Unknown","1997_103877_40_10_18",1997,10,18,10,-63.5666666666667,44.3666666666667,NA,1,"hdata"
"Unknown","1997_150620_48_10_18",1997,10,18,9,-60.9166666666667,45.2666666666667,NA,1,"hdata"
"Unknown","1997_175807_23_10_18",1997,10,18,6,-63.15,44.6166666666667,NA,1,"hdata"
"Unknown","1997_101929_4_10_19",1997,10,19,12,-64.6666666666667,43.9,NA,1,"hdata"
"Unknown","1997_150024_9_10_19",1997,10,19,12,-63.1333333333333,44.6333333333333,NA,1,"hdata"
"Unknown","1997_156434_27_10_19",1997,10,19,14,-63.0833333333333,44.6166666666667,NA,1,"hdata"
"Unknown","1997_104558_38_10_21",1997,10,21,12,-61.4166666666667,45.1166666666667,NA,1,"hdata"
"Unknown","1997_19145_44_10_22",1997,10,22,7,-61.4166666666667,45.1166666666667,NA,1,"hdata"
"Unknown","1997_151663_47_10_22",1997,10,22,7.5,-60.85,45.3166666666667,NA,1,"hdata"
"Unknown","1997_153400_12_10_22",1997,10,22,12,-61.4166666666667,45.1333333333333,NA,1,"hdata"
"Unknown","1997_156892_36_10_22",1997,10,22,7.7,-63.55,44.3833333333333,NA,1,"hdata"
"Unknown","1997_156941_40_10_22",1997,10,22,10,-60.9,45.3166666666667,NA,1,"hdata"
"Unknown","1997_150960_32_10_23",1997,10,23,6.75,-61.5,45.0333333333333,NA,1,"hdata"
"Unknown","1997_151015_37_10_23",1997,10,23,7,-61.5166666666667,45.05,NA,1,"hdata"
"Unknown","1997_151587_33_10_23",1997,10,23,2,-61.5,45.0333333333333,NA,2,"hdata"
"Unknown","1997_150620_53_10_24",1997,10,24,10,-60.9333333333333,45.35,NA,1,"hdata"
"Unknown","1997_155037_54_10_24",1997,10,24,10,-61.45,45,NA,1,"hdata"
"Unknown","1997_156815_40_10_24",1997,10,24,11.5,-60.7833333333333,45.3,NA,1,"hdata"
"Unknown","1997_100043_59_10_25",1997,10,25,10,-60.6833333333333,45.3166666666667,NA,1,"hdata"
"Unknown","1997_101104_40_10_25",1997,10,25,7,-61.4333333333333,45.0666666666667,NA,1,"hdata"
"Unknown","1997_103169_23_10_25",1997,10,25,6,-63.5,44.25,NA,1,"hdata"
"Unknown","1997_152908_13_10_25",1997,10,25,7,-61.6666666666667,44.9833333333333,NA,1,"hdata"
"Unknown","1997_156815_41_10_25",1997,10,25,6.3,-60.8333333333333,45.3,NA,1,"hdata"
"Unknown","1997_151015_40_10_26",1997,10,26,5.5,-61.4833333333333,45.05,NA,1,"hdata"
"Unknown","1997_150689_19_10_27",1997,10,27,3.5,-60.9333333333333,45.35,NA,1,"hdata"
"Unknown","1997_153845_11_10_27",1997,10,27,4.5,-61.6666666666667,44.9833333333333,NA,1,"hdata"
"Unknown","1997_3408_30_10_28",1997,10,28,4,-60.9333333333333,45.35,NA,1,"hdata"
"Unknown","1997_150620_56_10_30",1997,10,30,1,-60.8166666666667,45.3166666666667,NA,1,"hdata"
"Unknown","1997_151015_42_10_30",1997,10,30,2.3,-61.4666666666667,45.0333333333333,NA,1,"hdata"
"Unknown","1997_153688_34_10_31",1997,10,31,11.8,-60.7666666666667,45.3166666666667,NA,1,"hdata"
"Unknown","1997_153730_11_10_31",1997,10,31,10,-60.7666666666667,45.3166666666667,NA,1,"hdata"
"Unknown","1998_101837_1_7_1",1998,7,1,9,-65.6666666666667,41.9666666666667,NA,1,"hdata"
"Unknown","1998_104247_6_7_2",1998,7,2,9,-66.65,44.6666666666667,NA,1,"hdata"
"Unknown","1998_102211_1_7_12",1998,7,12,8,-66.6333333333333,44.65,NA,0,"hdata"
"Unknown","1998_104199_1_7_12",1998,7,12,20,-66.5,44.5833333333333,NA,0,"hdata"
"Unknown","1998_102841_1_7_13",1998,7,13,12,-66.5833333333333,44.4833333333333,NA,5,"hdata"
"Unknown","1998_104136_2_7_13",1998,7,13,12,-66.5833333333333,44.55,NA,1,"hdata"
"Unknown","1998_27473_1_7_14",1998,7,14,24,-65.5833333333333,42.0833333333333,NA,0,"hdata"
"Unknown","1998_102211_2_7_14",1998,7,14,8.5,-66.5666666666667,43.5,NA,0,"hdata"
"Unknown","1998_102211_3_7_16",1998,7,16,10,-66.5166666666667,44.5666666666667,NA,0,"hdata"
"Unknown","1998_101509_2_7_19",1998,7,19,10,-66.6166666666667,44.5666666666667,NA,1,"hdata"
"Unknown","1998_104199_2_7_19",1998,7,19,12,-66.6,44.5666666666667,NA,1,"hdata"
"Unknown","1998_104136_4_7_22",1998,7,22,12,-66.6166666666667,44.6,NA,1,"hdata"
"Unknown","1998_104136_5_7_23",1998,7,23,10,-66.6166666666667,44.6166666666667,NA,1,"hdata"
"Unknown","1998_102211_4_7_24",1998,7,24,10,-66.5833333333333,44.5166666666667,NA,1,"hdata"
"Unknown","1998_104199_3_7_26",1998,7,26,12,-66.6333333333333,44.6166666666667,NA,2,"hdata"
"Unknown","1998_154458_2_7_26",1998,7,26,12,-63.65,44.3666666666667,NA,3,"hdata"
"Unknown","1998_102211_5_7_27",1998,7,27,6.5,-66.6,43.6333333333333,NA,1,"hdata"
"Unknown","1998_104404_2_7_27",1998,7,27,12,-66.5,44.6166666666667,NA,1,"hdata"
"Unknown","1998_6376_7_8_1",1998,8,1,12,-65.4333333333333,42.0833333333333,NA,6,"hdata"
"Unknown","1998_8488_1_8_1",1998,8,1,8,-63.5333333333333,44.35,NA,1,"hdata"
"Unknown","1998_101576_3_8_1",1998,8,1,14,-65.45,42.1333333333333,NA,7,"hdata"
"Unknown","1998_101837_4_8_1",1998,8,1,9,-65.5666666666667,42.0666666666667,NA,3,"hdata"
"Unknown","1998_102211_6_8_1",1998,8,1,16,-66.6,44.6,NA,0,"hdata"
"Unknown","1998_104896_1_8_1",1998,8,1,6,-65.6,42.0666666666667,NA,3,"hdata"
"Unknown","1998_155073_3_8_1",1998,8,1,13,-63.5833333333333,44.4,NA,1,"hdata"
"Unknown","1998_104136_9_8_3",1998,8,3,12,-66.5833333333333,44.5666666666667,NA,4,"hdata"
"Unknown","1998_100043_1_8_4",1998,8,4,10.5,-60.8666666666667,45.3166666666667,NA,0,"hdata"
"Unknown","1998_104247_7_8_4",1998,8,4,24,-66.1666666666667,44.5333333333333,NA,3,"hdata"
"Unknown","1998_100043_2_8_5",1998,8,5,7.3,-60.7833333333333,45.35,NA,0,"hdata"
"Unknown","1998_102211_7_8_5",1998,8,5,4.5,-65.6833333333333,41.8333333333333,NA,0,"hdata"
"Unknown","1998_103393_2_8_5",1998,8,5,6,-64.25,44.2,NA,1,"hdata"
"Unknown","1998_153540_2_8_5",1998,8,5,21,-66.6333333333333,44.6,NA,1,"hdata"
"Unknown","1998_101544_2_8_6",1998,8,6,12,-66.5833333333333,44.5666666666667,NA,1,"hdata"
"Unknown","1998_104247_8_8_6",1998,8,6,8,-66.6166666666667,44.6333333333333,NA,2,"hdata"
"Unknown","1998_104831_3_8_6",1998,8,6,11,-66.6333333333333,44.5833333333333,NA,1,"hdata"
"Unknown","1998_6830_2_8_7",1998,8,7,6,-65.55,42.0333333333333,NA,0,"hdata"
"Unknown","1998_100043_3_8_7",1998,8,7,12,-60.8666666666667,45.3166666666667,NA,0,"hdata"
"Unknown","1998_101509_6_8_7",1998,8,7,20,-66.6,44.55,NA,1,"hdata"
"Unknown","1998_100043_4_8_8",1998,8,8,10.2,-60.8666666666667,45.3166666666667,NA,0,"hdata"
"Unknown","1998_101544_3_8_8",1998,8,8,9,-66.6,44.6333333333333,NA,1,"hdata"
"Unknown","1998_102211_8_8_8",1998,8,8,12,-66.55,43.6,NA,1,"hdata"
"Unknown","1998_103393_4_8_8",1998,8,8,5,-63.5166666666667,44.4,NA,1,"hdata"
"Unknown","1998_104404_6_8_8",1998,8,8,12,-66.5,44.6166666666667,NA,0,"hdata"
"Unknown","1998_104642_4_8_8",1998,8,8,24,-66.4666666666667,44.6,NA,1,"hdata"
"Unknown","1998_152588_2_8_10",1998,8,10,15,-65.6,42.05,NA,3,"hdata"
"Unknown","1998_150901_1_8_11",1998,8,11,9.3,-63.8833333333333,44.2,NA,0,"hdata"
"Unknown","1998_151512_1_8_11",1998,8,11,11.5,-63,44.3333333333333,NA,0,"hdata"
"Unknown","1998_151639_1_8_11",1998,8,11,5,-63.5333333333333,44.35,NA,0,"hdata"
"Unknown","1998_154510_1_8_11",1998,8,11,8.5,-63.75,44.3666666666667,NA,0,"hdata"
"Unknown","1998_154542_1_8_11",1998,8,11,7,-63.5666666666667,44.3833333333333,NA,0,"hdata"
"Unknown","1998_155128_1_8_11",1998,8,11,10,-63.6,42.7166666666667,NA,0,"hdata"
"Unknown","1998_155131_1_8_11",1998,8,11,12,-60.8333333333333,45.3166666666667,NA,1,"hdata"
"Unknown","1998_156407_1_8_11",1998,8,11,6.5,-63.4833333333333,44.2666666666667,NA,0,"hdata"
"Unknown","1998_156408_1_8_11",1998,8,11,7,-63.5,44.4,NA,0,"hdata"
"Unknown","1998_156478_1_8_11",1998,8,11,3,-62.3666666666667,44.4166666666667,NA,0,"hdata"
"Unknown","1998_151830_1_8_12",1998,8,12,7,-66.5,44.45,NA,0,"hdata"
"Unknown","1998_154542_2_8_12",1998,8,12,5,-63.5666666666667,44.3833333333333,NA,0,"hdata"
"Unknown","1998_100043_5_8_13",1998,8,13,20.1,-60.8666666666667,45.3166666666667,NA,0,"hdata"
"Unknown","1998_100043_6_8_14",1998,8,14,10.1,-60.8666666666667,45.3166666666667,NA,0,"hdata"
"Unknown","1998_150901_2_8_14",1998,8,14,10,-63.7833333333333,44.3833333333333,NA,0,"hdata"
"Unknown","1998_151512_2_8_14",1998,8,14,9.5,-63.55,44.3833333333333,NA,1,"hdata"
"Unknown","1998_154510_2_8_14",1998,8,14,11,-63.7666666666667,44.3666666666667,NA,0,"hdata"
"Unknown","1998_154542_3_8_14",1998,8,14,8,-63.6666666666667,44.3666666666667,NA,0,"hdata"
"Unknown","1998_154985_1_8_14",1998,8,14,5.5,-63.5166666666667,44.4333333333333,NA,0,"hdata"
"Unknown","1998_156407_2_8_14",1998,8,14,7.5,-63.5833333333333,44.3333333333333,NA,0,"hdata"
"Unknown","1998_150901_3_8_15",1998,8,15,12,-63.4666666666667,44.2666666666667,NA,0,"hdata"
"Unknown","1998_151512_3_8_15",1998,8,15,12.5,-63.5833333333333,44.3333333333333,NA,0,"hdata"
"Unknown","1998_154030_3_8_15",1998,8,15,11.3,-63.35,44.3833333333333,NA,0,"hdata"
"Unknown","1998_154510_3_8_15",1998,8,15,7,-63.65,44.3833333333333,NA,0,"hdata"
"Unknown","1998_154542_4_8_15",1998,8,15,6.3,-63.6666666666667,44.3666666666667,NA,0,"hdata"
"Unknown","1998_154985_2_8_15",1998,8,15,3.5,-63.5166666666667,44.4333333333333,NA,0,"hdata"
"Unknown","1998_155162_1_8_15",1998,8,15,12,-65.65,42.05,NA,3,"hdata"
"Unknown","1998_156407_3_8_15",1998,8,15,6.5,-63.5166666666667,44.35,NA,0,"hdata"
"Unknown","1998_156817_1_8_15",1998,8,15,16,-65.4,42.0333333333333,NA,2,"hdata"
"Unknown","1998_100043_7_8_16",1998,8,16,9,-60.8666666666667,45.3166666666667,NA,0,"hdata"
"Unknown","1998_150901_4_8_16",1998,8,16,2.3,-63.4666666666667,44.5166666666667,NA,0,"hdata"
"Unknown","1998_151512_4_8_16",1998,8,16,10.5,-63.5833333333333,44.3333333333333,NA,0,"hdata"
"Unknown","1998_154030_4_8_16",1998,8,16,10,-63.45,44.45,NA,0,"hdata"
"Unknown","1998_154542_5_8_16",1998,8,16,7.3,-63.5,44.4833333333333,NA,0,"hdata"
"Unknown","1998_154985_3_8_16",1998,8,16,5.5,-63.4,44.5833333333333,NA,0,"hdata"
"Unknown","1998_155014_3_8_16",1998,8,16,7.5,-63.55,44.3333333333333,NA,0,"hdata"
"Unknown","1998_155133_1_8_16",1998,8,16,18,-65.65,42.0666666666667,NA,3,"hdata"
"Unknown","1998_2304_3_8_17",1998,8,17,24,-65.5666666666667,42.0166666666667,NA,4,"hdata"
"Unknown","1998_101803_3_8_17",1998,8,17,12,-65.5666666666667,42.0666666666667,NA,6,"hdata"
"Unknown","1998_150901_5_8_17",1998,8,17,10,-63.5333333333333,44.4666666666667,NA,0,"hdata"
"Unknown","1998_151512_5_8_17",1998,8,17,12,-63.6,44.3833333333333,NA,0,"hdata"
"Unknown","1998_151830_2_8_17",1998,8,17,7,-66.5666666666667,44.4166666666667,NA,0,"hdata"
"Unknown","1998_152551_1_8_17",1998,8,17,3.5,-63.3,44.4,NA,0,"hdata"
"Unknown","1998_152566_1_8_17",1998,8,17,10,-63.4333333333333,44.5333333333333,NA,0,"hdata"
"Unknown","1998_154510_4_8_17",1998,8,17,9.5,-63.45,44.5,NA,0,"hdata"
"Unknown","1998_154697_1_8_17",1998,8,17,12,-65.6333333333333,42.0833333333333,NA,3,"hdata"
"Unknown","1998_155014_4_8_17",1998,8,17,6,-63.45,44.5333333333333,NA,0,"hdata"
"Unknown","1998_156255_2_8_17",1998,8,17,15,-65.5833333333333,42.05,NA,2,"hdata"
"Unknown","1998_156256_2_8_17",1998,8,17,15,-65.55,42.1333333333333,NA,2,"hdata"
"Unknown","1998_156407_4_8_17",1998,8,17,7.5,-63.4666666666667,44.4166666666667,NA,0,"hdata"
"Unknown","1998_175876_3_8_17",1998,8,17,12,-65.5833333333333,42.0833333333333,NA,5,"hdata"
"Unknown","1998_102211_10_8_18",1998,8,18,12,-65.4666666666667,42.0166666666667,NA,3,"hdata"
"Unknown","1998_150901_6_8_18",1998,8,18,6.5,-63.5166666666667,44.4,NA,0,"hdata"
"Unknown","1998_151680_1_8_18",1998,8,18,8,-63.4833333333333,44.3,NA,0,"hdata"
"Unknown","1998_152736_2_8_18",1998,8,18,15,-65.55,42.0833333333333,NA,3,"hdata"
"Unknown","1998_152978_1_8_18",1998,8,18,24,-65.5833333333333,42.8,NA,2,"hdata"
"Unknown","1998_153618_1_8_18",1998,8,18,8,-63.5,44.0166666666667,NA,0,"hdata"
"Unknown","1998_156879_1_8_18",1998,8,18,18.7,-65.5666666666667,42.1,NA,3,"hdata"
"Unknown","1998_101104_10_8_19",1998,8,19,9.2,-60.8333333333333,45.2833333333333,NA,1,"hdata"
"Unknown","1998_102841_6_8_19",1998,8,19,12,-66.6333333333333,44.6166666666667,NA,3,"hdata"
"Unknown","1998_104199_5_8_19",1998,8,19,9,-66.5833333333333,44.5833333333333,NA,3,"hdata"
"Unknown","1998_104234_3_8_19",1998,8,19,20,-65.6,42.0666666666667,NA,5,"hdata"
"Unknown","1998_104879_6_8_19",1998,8,19,11,-66.5333333333333,44.6,NA,1,"hdata"
"Unknown","1998_154510_5_8_19",1998,8,19,12.5,-64.7166666666667,43.3833333333333,NA,0,"hdata"
"Unknown","1998_154542_7_8_19",1998,8,19,7.5,-63.5,44.4833333333333,NA,0,"hdata"
"Unknown","1998_156407_5_8_19",1998,8,19,9,-63.5666666666667,44.35,NA,0,"hdata"
"Unknown","1998_156408_2_8_19",1998,8,19,10.5,-63.5166666666667,44.4166666666667,NA,0,"hdata"
"Unknown","1998_100043_8_8_20",1998,8,20,11,-60.8666666666667,45.3166666666667,NA,0,"hdata"
"Unknown","1998_102841_7_8_20",1998,8,20,8,-66.6333333333333,44.6,NA,2,"hdata"
"Unknown","1998_104136_16_8_20",1998,8,20,18.8,-66.6166666666667,44.5833333333333,NA,3,"hdata"
"Unknown","1998_104199_6_8_20",1998,8,20,12,-66.6166666666667,44.7166666666667,NA,5,"hdata"
"Unknown","1998_104247_16_8_20",1998,8,20,11,-66.6166666666667,44.6333333333333,NA,1,"hdata"
"Unknown","1998_151512_6_8_20",1998,8,20,9,-63.5666666666667,44.4166666666667,NA,0,"hdata"
"Unknown","1998_151639_2_8_20",1998,8,20,7.5,-63.55,44.3666666666667,NA,0,"hdata"
"Unknown","1998_152913_1_8_20",1998,8,20,15,-65.6166666666667,42.0166666666667,NA,3,"hdata"
"Unknown","1998_154014_5_8_20",1998,8,20,21,-65.5833333333333,42.05,NA,2,"hdata"
"Unknown","1998_154510_6_8_20",1998,8,20,10.5,-63.5166666666667,44.45,NA,0,"hdata"
"Unknown","1998_156407_6_8_20",1998,8,20,9,-63.4833333333333,44.3833333333333,NA,0,"hdata"
"Unknown","1998_156409_1_8_20",1998,8,20,9,-63.4,44.5333333333333,NA,0,"hdata"
"Unknown","1998_156808_5_8_20",1998,8,20,12,-65.5666666666667,42.1166666666667,NA,3,"hdata"
"Unknown","1998_100043_9_8_21",1998,8,21,10.5,-60.7666666666667,45.35,NA,0,"hdata"
"Unknown","1998_101509_11_8_21",1998,8,21,14.2,-66.6,44.5666666666667,NA,2,"hdata"
"Unknown","1998_104427_3_8_21",1998,8,21,12,-66.5166666666667,44.5833333333333,NA,1,"hdata"
"Unknown","1998_150901_7_8_21",1998,8,21,9,-63.9166666666667,44.35,NA,0,"hdata"
"Unknown","1998_154510_7_8_21",1998,8,21,7,-63.4666666666667,44.5,NA,0,"hdata"
"Unknown","1998_155132_4_8_21",1998,8,21,11.1,-63.6166666666667,44.1333333333333,NA,1,"hdata"
"Unknown","1998_156407_7_8_21",1998,8,21,5,-63.4833333333333,44.3,NA,0,"hdata"
"Unknown","1998_6509_1_8_22",1998,8,22,19,-65.6,42.0833333333333,NA,2,"hdata"
"Unknown","1998_100043_10_8_22",1998,8,22,10.2,-60.7666666666667,45.35,NA,0,"hdata"
"Unknown","1998_101104_13_8_22",1998,8,22,2.2,-60.85,45.3,NA,1,"hdata"
"Unknown","1998_104404_10_8_22",1998,8,22,13,-66.3666666666667,44.6666666666667,NA,9,"hdata"
"Unknown","1998_150715_6_8_22",1998,8,22,18,-65.6166666666667,42.05,NA,2,"hdata"
"Unknown","1998_150901_8_8_22",1998,8,22,9.5,-63.6,44.3833333333333,NA,0,"hdata"
"Unknown","1998_151512_7_8_22",1998,8,22,13,-63.7,44.3833333333333,NA,0,"hdata"
"Unknown","1998_151516_4_8_22",1998,8,22,12,-65.5833333333333,42.05,NA,2,"hdata"
"Unknown","1998_152129_1_8_22",1998,8,22,18,-65.5833333333333,42.0333333333333,NA,3,"hdata"
"Unknown","1998_152566_2_8_22",1998,8,22,11,-63.4666666666667,44.55,NA,0,"hdata"
"Unknown","1998_152606_3_8_22",1998,8,22,9,-65.5666666666667,42.0333333333333,NA,3,"hdata"
"Unknown","1998_153686_6_8_22",1998,8,22,17,-65.5833333333333,42.05,NA,2,"hdata"
"Unknown","1998_154985_4_8_22",1998,8,22,10.3,-63.3833333333333,44.5666666666667,NA,0,"hdata"
"Unknown","1998_155036_4_8_22",1998,8,22,21,-65.5833333333333,42.0666666666667,NA,3,"hdata"
"Unknown","1998_100043_11_8_23",1998,8,23,10.2,-60.85,45.3166666666667,NA,0,"hdata"
"Unknown","1998_101544_7_8_23",1998,8,23,12,-66.6166666666667,44.6666666666667,NA,2,"hdata"
"Unknown","1998_102841_8_8_23",1998,8,23,24,-66.5666666666667,44.6166666666667,NA,6,"hdata"
"Unknown","1998_104199_7_8_23",1998,8,23,8,-66.6,44.5666666666667,NA,1,"hdata"
"Unknown","1998_104247_17_8_23",1998,8,23,19,-66.55,44.5666666666667,NA,2,"hdata"
"Unknown","1998_104427_5_8_23",1998,8,23,20,-66.6333333333333,44.6166666666667,NA,1,"hdata"
"Unknown","1998_150901_9_8_23",1998,8,23,7.5,-63.85,44.3333333333333,NA,0,"hdata"
"Unknown","1998_151512_8_8_23",1998,8,23,10.5,-63.4666666666667,44.4,NA,0,"hdata"
"Unknown","1998_151639_4_8_23",1998,8,23,9,-63.5333333333333,44.4333333333333,NA,0,"hdata"
"Unknown","1998_152566_3_8_23",1998,8,23,10,-63.5,44.3333333333333,NA,0,"hdata"
"Unknown","1998_153325_9_8_23",1998,8,23,9,-63.45,44.5166666666667,NA,1,"hdata"
"Unknown","1998_154985_5_8_23",1998,8,23,5.7,-63.3833333333333,44.5666666666667,NA,0,"hdata"
"Unknown","1998_156888_1_8_23",1998,8,23,12,-65.6333333333333,42.05,NA,3,"hdata"
"Unknown","1998_17851_5_8_24",1998,8,24,12,-65.6333333333333,42.85,NA,7,"hdata"
"Unknown","1998_100043_12_8_24",1998,8,24,10,-60.8666666666667,45.3166666666667,NA,0,"hdata"
"Unknown","1998_151680_2_8_24",1998,8,24,2.5,-63.4833333333333,44.3,NA,0,"hdata"
"Unknown","1998_153618_2_8_24",1998,8,24,2.3,-63.3333333333333,44.35,NA,0,"hdata"
"Unknown","1998_151158_9_8_25",1998,8,25,10,-60.85,45.3,NA,1,"hdata"
"Unknown","1998_151512_9_8_25",1998,8,25,9.8,-63.3666666666667,44.3833333333333,NA,0,"hdata"
"Unknown","1998_151680_3_8_25",1998,8,25,3.5,-63.4166666666667,44.5333333333333,NA,0,"hdata"
"Unknown","1998_151512_10_8_26",1998,8,26,6.5,-63.3833333333333,44.5666666666667,NA,0,"hdata"
"Unknown","1998_152566_4_8_26",1998,8,26,2.3,-63.4666666666667,44.55,NA,0,"hdata"
"Unknown","1998_154510_8_8_26",1998,8,26,8,-63.45,44.5166666666667,NA,0,"hdata"
"Unknown","1998_155014_5_8_26",1998,8,26,4.3,-63.45,44.5333333333333,NA,0,"hdata"
"Unknown","1998_100043_13_8_27",1998,8,27,10.2,-60.7666666666667,45.35,NA,0,"hdata"
"Unknown","1998_151639_5_8_27",1998,8,27,3,-63.5166666666667,44.4166666666667,NA,0,"hdata"
"Unknown","1998_151680_4_8_27",1998,8,27,9.7,-63.3666666666667,44.5166666666667,NA,0,"hdata"
"Unknown","1998_152566_5_8_27",1998,8,27,9,-63.4666666666667,44.55,NA,0,"hdata"
"Unknown","1998_152908_1_8_27",1998,8,27,5,-63,44,NA,0,"hdata"
"Unknown","1998_153618_4_8_27",1998,8,27,9,-63.3666666666667,44.5166666666667,NA,0,"hdata"
"Unknown","1998_155014_6_8_27",1998,8,27,7,-63.5,44.5,NA,0,"hdata"
"Unknown","1998_156408_3_8_27",1998,8,27,10,-63.5,44.45,NA,0,"hdata"
"Unknown","1998_156409_2_8_27",1998,8,27,7,-63.4833333333333,44.45,NA,0,"hdata"
"Unknown","1998_100043_14_8_28",1998,8,28,9.2,-60.7666666666667,45.35,NA,0,"hdata"
"Unknown","1998_150901_10_8_28",1998,8,28,13.5,-63.6,44.3,NA,0,"hdata"
"Unknown","1998_151639_6_8_28",1998,8,28,9,-63.4666666666667,44.5833333333333,NA,0,"hdata"
"Unknown","1998_151680_5_8_28",1998,8,28,7,-63.4166666666667,44.5333333333333,NA,0,"hdata"
"Unknown","1998_152566_6_8_28",1998,8,28,13,-63.4833333333333,44.55,NA,0,"hdata"
"Unknown","1998_152908_2_8_28",1998,8,28,11,-63,44,NA,0,"hdata"
"Unknown","1998_153400_2_8_28",1998,8,28,15.5,-63.45,44.5333333333333,NA,0,"hdata"
"Unknown","1998_153618_5_8_28",1998,8,28,9,-63.4166666666667,44.5333333333333,NA,0,"hdata"
