mo_name,sp_code,sp_name,st,boattype,area,trips,v_trips,boatsonf,month,tot_area,n_area,p_area,year,state,n,malb,mskj,myft,mbet,mwhm,mbum,msai,mwah,mblushk,mthrshk,mbethrsh,msfnmako,mlfnmako,mdskyshk,mhmmrshk,mltunny,mbon,mkmack,msmack,mblktun,msbarshk,mswd,mmakoshk,mwshk,mtgrshk,mstgrshk,mambrjk,mdol,mysbft,msbft,mlschbft,msmdbft,mlgmdbft,mlgbft,muncbft,mporbgl,salb,sskj,syft,sbet,swhm,sbum,ssai,swah,sblushk,sthrshk,sbethrsh,ssfnmako,slfnmako,sdskyshk,shmmrshk,sltunny,sbon,skmack,ssmack,sblktun,ssbarshk,sswd,smakoshk,swshk,stgrshk,sstgrshk,sambrjk,sdol,sysbft,ssbft,slschbft,ssmdbft,slgmdbft,slgbft,suncbft,sporbgl,intrcept,inframe,outframe,p_frame,vp_frame,exfactor,vxfactor,tottrips,vartrips,calb,valb,cskj,vskj,cyft,vyft,cbet,vbet,cwhm,vwhm,cbum,vbum,csai,vsai,cwah,vwah,cblushk,vblushk,cthrshk,vthrshk,cbethrsh,vbethrsh,csfnmako,vsfnmako,clfnmako,vlfnmako,cdskyshk,vdskyshk,chmmrshk,vhmmrshk,cltunny,vltunny,cbon,vbon,ckmack,vkmack,csmack,vsmack,cblktun,vblktun,csbarshk,vsbarshk,cswd,vswd,cmakoshk,vmakoshk,cwshk,vwshk,ctgrshk,vtgrshk,cstgrshk,vstgrshk,cambrjk,vambrjk,cdol,vdol,cysbft,vysbft,csbft,vsbft,clschbft,vlschbft,csmdbft,vsmdbft,clgmdbft,vlgmdbft,clgbft,vlgbft,cuncbft,vuncbft,cporbgl,vporbgl,kept,var_kept,meankept,s2_kept,alive,var_alive,dead,var_dead,weighed,var_weighed
June,4678,bluefin tuna - large school,MD/DE,2,3,403.28865642,9734.1773999,210,6,,,1,2011,MD,79,0,0.0759493671,2.3924050633,0,0,0,0,0.0126582278,0,0,0,0.1139240506,0,0,0,0.0126582278,0.0126582278,0,0,0,0,0.0126582278,0,0,0,0,0,1,0,0.2278481013,0.0126582278,0,0,0,0,0,0,0.1736449205,22.010710808,0,0,0,0,0.0126582278,0,0,0,0.1022395326,0,0,0,0.0126582278,0.0126582278,0,0,0,0,0.0126582278,0,0,0,0,0,16.58974359,0,0.1781888997,0.0126582278,0,0,0,0,0,74,47,27,0.6351351351,0.0031316013,1.5744680851,0.0195079112,634.96511862,27113.4438,0,0,48.225198883,983.00838608,1519.0937648,259965.1388,0,0,0,0,0,0,0,0,8.0375331471,64.601939091,0,0,0,0,0,0,72.337798324,838.59241516,0,0,0,0,0,0,8.0375331471,64.601939091,8.0375331471,64.601939091,0,0,0,0,0,0,0,0,8.0375331471,64.601939091,0,0,0,0,0,0,0,0,0,0,634.96511862,106086.34739,0,0,144.67559665,2255.8284978,8.0375331471,64.601939091,0,0,0,0,0,0,0,0,0,0,8.0375331471,64.601939091,0.0126582278,0.0126582278,0,0,0,0,0,0
June,4679,bluefin tuna - large medium,MD/DE,2,3,403.28865642,9734.1773999,210,6,,,1,2011,MD,79,0,0.0759493671,2.3924050633,0,0,0,0,0.0126582278,0,0,0,0.1139240506,0,0,0,0.0126582278,0.0126582278,0,0,0,0,0.0126582278,0,0,0,0,0,1,0,0.2278481013,0.0126582278,0,0,0,0,0,0,0.1736449205,22.010710808,0,0,0,0,0.0126582278,0,0,0,0.1022395326,0,0,0,0.0126582278,0.0126582278,0,0,0,0,0.0126582278,0,0,0,0,0,16.58974359,0,0.1781888997,0.0126582278,0,0,0,0,0,74,47,27,0.6351351351,0.0031316013,1.5744680851,0.0195079112,634.96511862,27113.4438,0,0,48.225198883,983.00838608,1519.0937648,259965.1388,0,0,0,0,0,0,0,0,8.0375331471,64.601939091,0,0,0,0,0,0,72.337798324,838.59241516,0,0,0,0,0,0,8.0375331471,64.601939091,8.0375331471,64.601939091,0,0,0,0,0,0,0,0,8.0375331471,64.601939091,0,0,0,0,0,0,0,0,0,0,634.96511862,106086.34739,0,0,144.67559665,2255.8284978,8.0375331471,64.601939091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
June,4681,little tunny,MD/DE,2,3,403.28865642,9734.1773999,210,6,,,1,2011,MD,79,0,0.0759493671,2.3924050633,0,0,0,0,0.0126582278,0,0,0,0.1139240506,0,0,0,0.0126582278,0.0126582278,0,0,0,0,0.0126582278,0,0,0,0,0,1,0,0.2278481013,0.0126582278,0,0,0,0,0,0,0.1736449205,22.010710808,0,0,0,0,0.0126582278,0,0,0,0.1022395326,0,0,0,0.0126582278,0.0126582278,0,0,0,0,0.0126582278,0,0,0,0,0,16.58974359,0,0.1781888997,0.0126582278,0,0,0,0,0,74,47,27,0.6351351351,0.0031316013,1.5744680851,0.0195079112,634.96511862,27113.4438,0,0,48.225198883,983.00838608,1519.0937648,259965.1388,0,0,0,0,0,0,0,0,8.0375331471,64.601939091,0,0,0,0,0,0,72.337798324,838.59241516,0,0,0,0,0,0,8.0375331471,64.601939091,8.0375331471,64.601939091,0,0,0,0,0,0,0,0,8.0375331471,64.601939091,0,0,0,0,0,0,0,0,0,0,634.96511862,106086.34739,0,0,144.67559665,2255.8284978,8.0375331471,64.601939091,0,0,0,0,0,0,0,0,0,0,8.0375331471,64.601939091,0.0126582278,0.0126582278,0,0,0,0,0,0
June,4691,bigeye tuna,MD/DE,2,3,403.28865642,9734.1773999,210,6,,,1,2011,MD,79,0,0.0759493671,2.3924050633,0,0,0,0,0.0126582278,0,0,0,0.1139240506,0,0,0,0.0126582278,0.0126582278,0,0,0,0,0.0126582278,0,0,0,0,0,1,0,0.2278481013,0.0126582278,0,0,0,0,0,0,0.1736449205,22.010710808,0,0,0,0,0.0126582278,0,0,0,0.1022395326,0,0,0,0.0126582278,0.0126582278,0,0,0,0,0.0126582278,0,0,0,0,0,16.58974359,0,0.1781888997,0.0126582278,0,0,0,0,0,74,47,27,0.6351351351,0.0031316013,1.5744680851,0.0195079112,634.96511862,27113.4438,0,0,48.225198883,983.00838608,1519.0937648,259965.1388,0,0,0,0,0,0,0,0,8.0375331471,64.601939091,0,0,0,0,0,0,72.337798324,838.59241516,0,0,0,0,0,0,8.0375331471,64.601939091,8.0375331471,64.601939091,0,0,0,0,0,0,0,0,8.0375331471,64.601939091,0,0,0,0,0,0,0,0,0,0,634.96511862,106086.34739,0,0,144.67559665,2255.8284978,8.0375331471,64.601939091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
June,4701,albacore,MD/DE,2,3,403.28865642,9734.1773999,210,6,,,1,2011,MD,79,0,0.0759493671,2.3924050633,0,0,0,0,0.0126582278,0,0,0,0.1139240506,0,0,0,0.0126582278,0.0126582278,0,0,0,0,0.0126582278,0,0,0,0,0,1,0,0.2278481013,0.0126582278,0,0,0,0,0,0,0.1736449205,22.010710808,0,0,0,0,0.0126582278,0,0,0,0.1022395326,0,0,0,0.0126582278,0.0126582278,0,0,0,0,0.0126582278,0,0,0,0,0,16.58974359,0,0.1781888997,0.0126582278,0,0,0,0,0,74,47,27,0.6351351351,0.0031316013,1.5744680851,0.0195079112,634.96511862,27113.4438,0,0,48.225198883,983.00838608,1519.0937648,259965.1388,0,0,0,0,0,0,0,0,8.0375331471,64.601939091,0,0,0,0,0,0,72.337798324,838.59241516,0,0,0,0,0,0,8.0375331471,64.601939091,8.0375331471,64.601939091,0,0,0,0,0,0,0,0,8.0375331471,64.601939091,0,0,0,0,0,0,0,0,0,0,634.96511862,106086.34739,0,0,144.67559665,2255.8284978,8.0375331471,64.601939091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
June,4711,yellowfin tuna,MD/DE,2,3,403.28865642,9734.1773999,210,6,,,1,2011,MD,79,0,0.0759493671,2.3924050633,0,0,0,0,0.0126582278,0,0,0,0.1139240506,0,0,0,0.0126582278,0.0126582278,0,0,0,0,0.0126582278,0,0,0,0,0,1,0,0.2278481013,0.0126582278,0,0,0,0,0,0,0.1736449205,22.010710808,0,0,0,0,0.0126582278,0,0,0,0.1022395326,0,0,0,0.0126582278,0.0126582278,0,0,0,0,0.0126582278,0,0,0,0,0,16.58974359,0,0.1781888997,0.0126582278,0,0,0,0,0,74,47,27,0.6351351351,0.0031316013,1.5744680851,0.0195079112,634.96511862,27113.4438,0,0,48.225198883,983.00838608,1519.0937648,259965.1388,0,0,0,0,0,0,0,0,8.0375331471,64.601939091,0,0,0,0,0,0,72.337798324,838.59241516,0,0,0,0,0,0,8.0375331471,64.601939091,8.0375331471,64.601939091,0,0,0,0,0,0,0,0,8.0375331471,64.601939091,0,0,0,0,0,0,0,0,0,0,634.96511862,106086.34739,0,0,144.67559665,2255.8284978,8.0375331471,64.601939091,0,0,0,0,0,0,0,0,0,0,1519.0937648,259965.1388,2.3924050633,22.010710808,707.30291695,72700.783732,0,0,0,0
June,4720,wahoo,MD/DE,2,3,403.28865642,9734.1773999,210,6,,,1,2011,MD,79,0,0.0759493671,2.3924050633,0,0,0,0,0.0126582278,0,0,0,0.1139240506,0,0,0,0.0126582278,0.0126582278,0,0,0,0,0.0126582278,0,0,0,0,0,1,0,0.2278481013,0.0126582278,0,0,0,0,0,0,0.1736449205,22.010710808,0,0,0,0,0.0126582278,0,0,0,0.1022395326,0,0,0,0.0126582278,0.0126582278,0,0,0,0,0.0126582278,0,0,0,0,0,16.58974359,0,0.1781888997,0.0126582278,0,0,0,0,0,74,47,27,0.6351351351,0.0031316013,1.5744680851,0.0195079112,634.96511862,27113.4438,0,0,48.225198883,983.00838608,1519.0937648,259965.1388,0,0,0,0,0,0,0,0,8.0375331471,64.601939091,0,0,0,0,0,0,72.337798324,838.59241516,0,0,0,0,0,0,8.0375331471,64.601939091,8.0375331471,64.601939091,0,0,0,0,0,0,0,0,8.0375331471,64.601939091,0,0,0,0,0,0,0,0,0,0,634.96511862,106086.34739,0,0,144.67559665,2255.8284978,8.0375331471,64.601939091,0,0,0,0,0,0,0,0,0,0,8.0375331471,64.601939091,0.0126582278,0.0126582278,0,0,0,0,0,0
June,4801,white shark,MD/DE,2,3,403.28865642,9734.1773999,210,6,,,1,2011,MD,79,0,0.0759493671,2.3924050633,0,0,0,0,0.0126582278,0,0,0,0.1139240506,0,0,0,0.0126582278,0.0126582278,0,0,0,0,0.0126582278,0,0,0,0,0,1,0,0.2278481013,0.0126582278,0,0,0,0,0,0,0.1736449205,22.010710808,0,0,0,0,0.0126582278,0,0,0,0.1022395326,0,0,0,0.0126582278,0.0126582278,0,0,0,0,0.0126582278,0,0,0,0,0,16.58974359,0,0.1781888997,0.0126582278,0,0,0,0,0,74,47,27,0.6351351351,0.0031316013,1.5744680851,0.0195079112,634.96511862,27113.4438,0,0,48.225198883,983.00838608,1519.0937648,259965.1388,0,0,0,0,0,0,0,0,8.0375331471,64.601939091,0,0,0,0,0,0,72.337798324,838.59241516,0,0,0,0,0,0,8.0375331471,64.601939091,8.0375331471,64.601939091,0,0,0,0,0,0,0,0,8.0375331471,64.601939091,0,0,0,0,0,0,0,0,0,0,634.96511862,106086.34739,0,0,144.67559665,2255.8284978,8.0375331471,64.601939091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
June,4811,porbeagle shark,MD/DE,2,3,403.28865642,9734.1773999,210,6,,,1,2011,MD,79,0,0.0759493671,2.3924050633,0,0,0,0,0.0126582278,0,0,0,0.1139240506,0,0,0,0.0126582278,0.0126582278,0,0,0,0,0.0126582278,0,0,0,0,0,1,0,0.2278481013,0.0126582278,0,0,0,0,0,0,0.1736449205,22.010710808,0,0,0,0,0.0126582278,0,0,0,0.1022395326,0,0,0,0.0126582278,0.0126582278,0,0,0,0,0.0126582278,0,0,0,0,0,16.58974359,0,0.1781888997,0.0126582278,0,0,0,0,0,74,47,27,0.6351351351,0.0031316013,1.5744680851,0.0195079112,634.96511862,27113.4438,0,0,48.225198883,983.00838608,1519.0937648,259965.1388,0,0,0,0,0,0,0,0,8.0375331471,64.601939091,0,0,0,0,0,0,72.337798324,838.59241516,0,0,0,0,0,0,8.0375331471,64.601939091,8.0375331471,64.601939091,0,0,0,0,0,0,0,0,8.0375331471,64.601939091,0,0,0,0,0,0,0,0,0,0,634.96511862,106086.34739,0,0,144.67559665,2255.8284978,8.0375331471,64.601939091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
June,4821,sandbar shark,MD/DE,2,3,403.28865642,9734.1773999,210,6,,,1,2011,MD,79,0,0.0759493671,2.3924050633,0,0,0,0,0.0126582278,0,0,0,0.1139240506,0,0,0,0.0126582278,0.0126582278,0,0,0,0,0.0126582278,0,0,0,0,0,1,0,0.2278481013,0.0126582278,0,0,0,0,0,0,0.1736449205,22.010710808,0,0,0,0,0.0126582278,0,0,0,0.1022395326,0,0,0,0.0126582278,0.0126582278,0,0,0,0,0.0126582278,0,0,0,0,0,16.58974359,0,0.1781888997,0.0126582278,0,0,0,0,0,74,47,27,0.6351351351,0.0031316013,1.5744680851,0.0195079112,634.96511862,27113.4438,0,0,48.225198883,983.00838608,1519.0937648,259965.1388,0,0,0,0,0,0,0,0,8.0375331471,64.601939091,0,0,0,0,0,0,72.337798324,838.59241516,0,0,0,0,0,0,8.0375331471,64.601939091,8.0375331471,64.601939091,0,0,0,0,0,0,0,0,8.0375331471,64.601939091,0,0,0,0,0,0,0,0,0,0,634.96511862,106086.34739,0,0,144.67559665,2255.8284978,8.0375331471,64.601939091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.26273203,968.41268986,0,0,0,0
June,4841,dusky shark,MD/DE,2,3,403.28865642,9734.1773999,210,6,,,1,2011,MD,79,0,0.0759493671,2.3924050633,0,0,0,0,0.0126582278,0,0,0,0.1139240506,0,0,0,0.0126582278,0.0126582278,0,0,0,0,0.0126582278,0,0,0,0,0,1,0,0.2278481013,0.0126582278,0,0,0,0,0,0,0.1736449205,22.010710808,0,0,0,0,0.0126582278,0,0,0,0.1022395326,0,0,0,0.0126582278,0.0126582278,0,0,0,0,0.0126582278,0,0,0,0,0,16.58974359,0,0.1781888997,0.0126582278,0,0,0,0,0,74,47,27,0.6351351351,0.0031316013,1.5744680851,0.0195079112,634.96511862,27113.4438,0,0,48.225198883,983.00838608,1519.0937648,259965.1388,0,0,0,0,0,0,0,0,8.0375331471,64.601939091,0,0,0,0,0,0,72.337798324,838.59241516,0,0,0,0,0,0,8.0375331471,64.601939091,8.0375331471,64.601939091,0,0,0,0,0,0,0,0,8.0375331471,64.601939091,0,0,0,0,0,0,0,0,0,0,634.96511862,106086.34739,0,0,144.67559665,2255.8284978,8.0375331471,64.601939091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,192.90079553,6085.3839703,0,0,0,0
June,4911,tiger shark,MD/DE,2,3,403.28865642,9734.1773999,210,6,,,1,2011,MD,79,0,0.0759493671,2.3924050633,0,0,0,0,0.0126582278,0,0,0,0.1139240506,0,0,0,0.0126582278,0.0126582278,0,0,0,0,0.0126582278,0,0,0,0,0,1,0,0.2278481013,0.0126582278,0,0,0,0,0,0,0.1736449205,22.010710808,0,0,0,0,0.0126582278,0,0,0,0.1022395326,0,0,0,0.0126582278,0.0126582278,0,0,0,0,0.0126582278,0,0,0,0,0,16.58974359,0,0.1781888997,0.0126582278,0,0,0,0,0,74,47,27,0.6351351351,0.0031316013,1.5744680851,0.0195079112,634.96511862,27113.4438,0,0,48.225198883,983.00838608,1519.0937648,259965.1388,0,0,0,0,0,0,0,0,8.0375331471,64.601939091,0,0,0,0,0,0,72.337798324,838.59241516,0,0,0,0,0,0,8.0375331471,64.601939091,8.0375331471,64.601939091,0,0,0,0,0,0,0,0,8.0375331471,64.601939091,0,0,0,0,0,0,0,0,0,0,634.96511862,106086.34739,0,0,144.67559665,2255.8284978,8.0375331471,64.601939091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.112599441,215.23706422,0,0,0,0
June,4931,blue shark,MD/DE,2,3,403.28865642,9734.1773999,210,6,,,1,2011,MD,79,0,0.0759493671,2.3924050633,0,0,0,0,0.0126582278,0,0,0,0.1139240506,0,0,0,0.0126582278,0.0126582278,0,0,0,0,0.0126582278,0,0,0,0,0,1,0,0.2278481013,0.0126582278,0,0,0,0,0,0,0.1736449205,22.010710808,0,0,0,0,0.0126582278,0,0,0,0.1022395326,0,0,0,0.0126582278,0.0126582278,0,0,0,0,0.0126582278,0,0,0,0,0,16.58974359,0,0.1781888997,0.0126582278,0,0,0,0,0,74,47,27,0.6351351351,0.0031316013,1.5744680851,0.0195079112,634.96511862,27113.4438,0,0,48.225198883,983.00838608,1519.0937648,259965.1388,0,0,0,0,0,0,0,0,8.0375331471,64.601939091,0,0,0,0,0,0,72.337798324,838.59241516,0,0,0,0,0,0,8.0375331471,64.601939091,8.0375331471,64.601939091,0,0,0,0,0,0,0,0,8.0375331471,64.601939091,0,0,0,0,0,0,0,0,0,0,634.96511862,106086.34739,0,0,144.67559665,2255.8284978,8.0375331471,64.601939091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.26273203,1456.6532067,0,0,0,0
June,4951,hammerhead sharks,MD/DE,2,3,403.28865642,9734.1773999,210,6,,,1,2011,MD,79,0,0.0759493671,2.3924050633,0,0,0,0,0.0126582278,0,0,0,0.1139240506,0,0,0,0.0126582278,0.0126582278,0,0,0,0,0.0126582278,0,0,0,0,0,1,0,0.2278481013,0.0126582278,0,0,0,0,0,0,0.1736449205,22.010710808,0,0,0,0,0.0126582278,0,0,0,0.1022395326,0,0,0,0.0126582278,0.0126582278,0,0,0,0,0.0126582278,0,0,0,0,0,16.58974359,0,0.1781888997,0.0126582278,0,0,0,0,0,74,47,27,0.6351351351,0.0031316013,1.5744680851,0.0195079112,634.96511862,27113.4438,0,0,48.225198883,983.00838608,1519.0937648,259965.1388,0,0,0,0,0,0,0,0,8.0375331471,64.601939091,0,0,0,0,0,0,72.337798324,838.59241516,0,0,0,0,0,0,8.0375331471,64.601939091,8.0375331471,64.601939091,0,0,0,0,0,0,0,0,8.0375331471,64.601939091,0,0,0,0,0,0,0,0,0,0,634.96511862,106086.34739,0,0,144.67559665,2255.8284978,8.0375331471,64.601939091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
June,5293,blackfin tuna,MD/DE,2,3,403.28865642,9734.1773999,210,6,,,1,2011,MD,79,0,0.0759493671,2.3924050633,0,0,0,0,0.0126582278,0,0,0,0.1139240506,0,0,0,0.0126582278,0.0126582278,0,0,0,0,0.0126582278,0,0,0,0,0,1,0,0.2278481013,0.0126582278,0,0,0,0,0,0,0.1736449205,22.010710808,0,0,0,0,0.0126582278,0,0,0,0.1022395326,0,0,0,0.0126582278,0.0126582278,0,0,0,0,0.0126582278,0,0,0,0,0,16.58974359,0,0.1781888997,0.0126582278,0,0,0,0,0,74,47,27,0.6351351351,0.0031316013,1.5744680851,0.0195079112,634.96511862,27113.4438,0,0,48.225198883,983.00838608,1519.0937648,259965.1388,0,0,0,0,0,0,0,0,8.0375331471,64.601939091,0,0,0,0,0,0,72.337798324,838.59241516,0,0,0,0,0,0,8.0375331471,64.601939091,8.0375331471,64.601939091,0,0,0,0,0,0,0,0,8.0375331471,64.601939091,0,0,0,0,0,0,0,0,0,0,634.96511862,106086.34739,0,0,144.67559665,2255.8284978,8.0375331471,64.601939091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
June,0030,greater amberjack,NJ(S),1,4.1,2052.6513317,153386.33857,3943,6,93,42,0.4516129032,2011,NJ,42,0,0.2380952381,1.619047619,0,0,0,0,0,0.0238095238,0,0,0.0476190476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.119047619,0,0.0238095238,0,0,0,0,0,0,0,1.6004645761,8.9732868757,0,0,0,0,0,0.0238095238,0,0,0.0464576074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2537746806,0,0.0238095238,0,0,0,0,0,0,91,78,13,0.8571428571,0.0013455932,1.1666666667,0.0025205761,1081.5044651,44667.883285,0,0,257.50106312,45401.171031,1751.0072292,357441.08643,0,0,0,0,0,0,0,0,0,0,25.750106312,663.06797507,0,0,0,0,51.500212624,1345.6702455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128.75053156,7430.4877935,0,0,25.750106312,663.06797507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
June,0330,Atlantic bonito,NJ(S),1,4.1,2052.6513317,153386.33857,3943,6,93,42,0.4516129032,2011,NJ,42,0,0.2380952381,1.619047619,0,0,0,0,0,0.0238095238,0,0,0.0476190476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.119047619,0,0.0238095238,0,0,0,0,0,0,0,1.6004645761,8.9732868757,0,0,0,0,0,0.0238095238,0,0,0.0464576074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2537746806,0,0.0238095238,0,0,0,0,0,0,91,78,13,0.8571428571,0.0013455932,1.1666666667,0.0025205761,1081.5044651,44667.883285,0,0,257.50106312,45401.171031,1751.0072292,357441.08643,0,0,0,0,0,0,0,0,0,0,25.750106312,663.06797507,0,0,0,0,51.500212624,1345.6702455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128.75053156,7430.4877935,0,0,25.750106312,663.06797507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
June,1050,dolphin,NJ(S),1,4.1,2052.6513317,153386.33857,3943,6,93,42,0.4516129032,2011,NJ,42,0,0.2380952381,1.619047619,0,0,0,0,0,0.0238095238,0,0,0.0476190476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.119047619,0,0.0238095238,0,0,0,0,0,0,0,1.6004645761,8.9732868757,0,0,0,0,0,0.0238095238,0,0,0.0464576074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2537746806,0,0.0238095238,0,0,0,0,0,0,91,78,13,0.8571428571,0.0013455932,1.1666666667,0.0025205761,1081.5044651,44667.883285,0,0,257.50106312,45401.171031,1751.0072292,357441.08643,0,0,0,0,0,0,0,0,0,0,25.750106312,663.06797507,0,0,0,0,51.500212624,1345.6702455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128.75053156,7430.4877935,0,0,25.750106312,663.06797507,0,0,0,0,0,0,0,0,0,0,0,0,128.75053156,7430.4877935,0.119047619,0.2537746806,25.750106312,663.06797507,0,0,0,0
June,1940,king mackerel,NJ(S),1,4.1,2052.6513317,153386.33857,3943,6,93,42,0.4516129032,2011,NJ,42,0,0.2380952381,1.619047619,0,0,0,0,0,0.0238095238,0,0,0.0476190476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.119047619,0,0.0238095238,0,0,0,0,0,0,0,1.6004645761,8.9732868757,0,0,0,0,0,0.0238095238,0,0,0.0464576074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2537746806,0,0.0238095238,0,0,0,0,0,0,91,78,13,0.8571428571,0.0013455932,1.1666666667,0.0025205761,1081.5044651,44667.883285,0,0,257.50106312,45401.171031,1751.0072292,357441.08643,0,0,0,0,0,0,0,0,0,0,25.750106312,663.06797507,0,0,0,0,51.500212624,1345.6702455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128.75053156,7430.4877935,0,0,25.750106312,663.06797507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
June,2161,white marlin,NJ(S),1,4.1,2052.6513317,153386.33857,3943,6,93,42,0.4516129032,2011,NJ,42,0,0.2380952381,1.619047619,0,0,0,0,0,0.0238095238,0,0,0.0476190476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.119047619,0,0.0238095238,0,0,0,0,0,0,0,1.6004645761,8.9732868757,0,0,0,0,0,0.0238095238,0,0,0.0464576074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2537746806,0,0.0238095238,0,0,0,0,0,0,91,78,13,0.8571428571,0.0013455932,1.1666666667,0.0025205761,1081.5044651,44667.883285,0,0,257.50106312,45401.171031,1751.0072292,357441.08643,0,0,0,0,0,0,0,0,0,0,25.750106312,663.06797507,0,0,0,0,51.500212624,1345.6702455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128.75053156,7430.4877935,0,0,25.750106312,663.06797507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,154.50063787,5578.0239361,0,0,0,0
June,2171,blue marlin,NJ(S),1,4.1,2052.6513317,153386.33857,3943,6,93,42,0.4516129032,2011,NJ,42,0,0.2380952381,1.619047619,0,0,0,0,0,0.0238095238,0,0,0.0476190476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.119047619,0,0.0238095238,0,0,0,0,0,0,0,1.6004645761,8.9732868757,0,0,0,0,0,0.0238095238,0,0,0.0464576074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2537746806,0,0.0238095238,0,0,0,0,0,0,91,78,13,0.8571428571,0.0013455932,1.1666666667,0.0025205761,1081.5044651,44667.883285,0,0,257.50106312,45401.171031,1751.0072292,357441.08643,0,0,0,0,0,0,0,0,0,0,25.750106312,663.06797507,0,0,0,0,51.500212624,1345.6702455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128.75053156,7430.4877935,0,0,25.750106312,663.06797507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77.250318936,3354.4084662,0,0,0,0
June,3026,sailfish,NJ(S),1,4.1,2052.6513317,153386.33857,3943,6,93,42,0.4516129032,2011,NJ,42,0,0.2380952381,1.619047619,0,0,0,0,0,0.0238095238,0,0,0.0476190476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.119047619,0,0.0238095238,0,0,0,0,0,0,0,1.6004645761,8.9732868757,0,0,0,0,0,0.0238095238,0,0,0.0464576074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2537746806,0,0.0238095238,0,0,0,0,0,0,91,78,13,0.8571428571,0.0013455932,1.1666666667,0.0025205761,1081.5044651,44667.883285,0,0,257.50106312,45401.171031,1751.0072292,357441.08643,0,0,0,0,0,0,0,0,0,0,25.750106312,663.06797507,0,0,0,0,51.500212624,1345.6702455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128.75053156,7430.4877935,0,0,25.750106312,663.06797507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
